NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
569,서울특별시 강남구 역삼동,832-3,0832,0003,강남역 쉐르빌,27.74,202409,03,"27,100",13,개인,개인,2014,강남대로 328,-,중개거래,서울 강남구
570,충청북도 청주시 흥덕구 비하동,796,0796,0000,현대오피스텔,38.77,202409,03,"4,360",7,개인,개인,2003,비하로12번길 14,-,중개거래,충북 청주시 흥덕구
571,충청북도 청주시 흥덕구 강서동,458,0458,0000,청주 강서 동광모닝스카이,20.47,202409,03,"4,900",15,개인,개인,2016,가로수로1164번길 41-33,-,중개거래,충북 청주시 흥덕구
572,충청북도 청주시 흥덕구 강서동,458,0458,0000,청주 강서 동광모닝스카이,20.47,202409,03,"4,800",15,개인,개인,2016,가로수로1164번길 41-33,-,중개거래,충북 청주시 흥덕구
573,경기도 용인시 기흥구 구갈동,661,0661,0000,기흥역 더샵,59.923,202409,03,"42,000",17,개인,개인,2018,기흥역로58번길 78,-,중개거래,경기 용인시 기흥구
574,부산광역시 강서구 대저1동,Feb.38,2338,0002,태원더블루원,78.9298,202409,03,"21,000",2,개인,개인,2017,대저로 286,-,중개거래,부산 강서구
575,부산광역시 연제구 연산동,588-6,0588,0006,경보이리스힐 오피스텔,26.1,202409,03,"4,800",17,개인,개인,2013,중앙대로1134번길 34,-,중개거래,부산 연제구
576,부산광역시 연제구 연산동,1361-7,1361,0007,부산 더샵 시티애비뉴,23.97,202409,03,"7,200",28,법인,개인,2015, ,-,직거래,-
577,부산광역시 연제구 연산동,1361-9,1361,0009,시청역 SK VIEW,29.6055,202409,03,"7,000",21,개인,개인,2018,중앙대로1043번길 34,-,중개거래,부산 연제구
578,대구광역시 달서구 송현동,516-2,0516,0002,(516-2),74.35,202409,03,"13,500",6,개인,개인,2016,학산로36길 31,-,중개거래,대구 달서구
579,경기도 군포시 당동,746-7,0746,0007,더원이숲라인,46.5114,202409,03,"20,000",6,개인,개인,2020,군포로 559,-,중개거래,경기 군포시
580,인천광역시 미추홀구 도화동,985-4,0985,0004,도화 두손지젤시티,20.7376,202409,03,"9,500",16,개인,개인,2019,염전로168번길 28,-,중개거래,경기 부천시 원미구
581,인천광역시 연수구 송도동,8-37,0008,0037,롯데몰 송도 캐슬파크,23.0121,202409,03,"15,000",18,개인,개인,2019,인천타워대로132번길 9,-,중개거래,인천 연수구
582,경기도 오산시 세교동,587,0587,0000,오산세교주상1블록,30.43,202409,03,"10,500",10,개인,개인,2017,경기대로761번길 10,-,중개거래,경기 오산시
583,경기도 구리시 갈매동,599-2,0599,0002,구리갈매 대방디엠시티 메트로카운티,26.8006,202409,03,"15,000",9,개인,개인,2019,산마루로 5,-,중개거래,경기 구리시
584,경기도 구리시 갈매동,607,0607,0000,갈매중심타워 오피스텔,19.5027,202409,03,"9,500",8,개인,개인,2018,산마루로 6,-,직거래,-
585,경기도 고양시 일산동구 백석동,1302,1302,0000,백석역 동문굿모닝힐,45.87,202409,03,"12,500",5,개인,개인,2003,장백로 20,-,중개거래,경기 고양시 일산동구
586,경기도 고양시 일산동구 장항동,854,0854,0000,신성하이네스트오피스텔,26.92,202409,03,"8,000",2,개인,개인,2004,정발산로42번길 24,-,중개거래,경기 고양시 일산동구
587,대전광역시 서구 만년동,381,0381,0000,엑스포오피스텔1차,40.1475,202409,03,"6,000",8,개인,개인,1998,둔산대로117번길 44,-,중개거래,대전 서구
588,경기도 안산시 단원구 고잔동,524,0524,0000,늘봄스위트빌1,27.09,202409,03,"7,000",7,개인,개인,2003,고잔로 18,-,중개거래,경기 안산시 단원구
589,대전광역시 유성구 지족동,898-3,0898,0003,야베스빌딩,44.262,202409,03,"8,600",3,개인,법인,2009,노은로 173,-,중개거래,대전 유성구
590,대전광역시 유성구 관평동,940,0940,0000,DTVan-S,32.235,202409,03,"10,100",21,개인,개인,2018,테크노중앙로 50,-,중개거래,대전 유성구
591,경기도 평택시 고덕동,2155,2155,0000,고덕 헤리움 시그니어,20.3432,202409,03,"15,400",23,개인,개인,2023,고덕여염9길 51,-,중개거래,경기 평택시
592,경기도 광명시 일직동,517,0517,0000,광명역센트럴자이,36.4459,202409,03,"29,900",19,개인,개인,2018,광명역로 28,-,중개거래,경기 광명시
593,세종특별자치시  대평동,680,0680,0000,해피라움페스타,23.0505,202409,03,"8,850",6,개인,개인,2021,대평3길 17,-,중개거래,세종
594,경기도 수원시 장안구 정자동,950,0950,0000,화서역 파크 푸르지오,49.14,202409,03,"32,000",17,개인,개인,2021, ,-,중개거래,경기 수원시 장안구
595,경기도 안양시 동안구 호계동,1048-3,1048,0003,한솔센트럴파크 I,36.77,202409,03,"17,000",7,개인,개인,2004,평촌대로 217,-,중개거래,경기 안양시 동안구
596,부산광역시 해운대구 우동,1506,1506,0000,센텀스퀘어,45.4788,202409,02,"26,700",32,개인,개인,2012,센텀3로 26,-,중개거래,부산 해운대구
597,서울특별시 영등포구 당산동5가,9월 2일,0009,0002,당산 삼성쉐르빌,25.09,202409,02,"20,000",17,개인,개인,2013,당산로45길 1,20240904,중개거래,서울 영등포구
598,강원특별자치도 춘천시 근화동,267-1,0267,0001,춘천 L-타워,20.193,202409,02,"6,900",4,개인,개인,2018,공지로 455,-,중개거래,강원 춘천시
599,경기도 화성시 반송동,Mar.92,0092,0003,센트럴시티 오피스텔,42.746,202409,02,"19,700",9,개인,개인,2011,노작로 175,-,중개거래,경기 화성시
600,인천광역시 남동구 구월동,1141-7,1141,0007,하이비젼오피스텔,26.28,202409,02,"4,050",5,개인,개인,2002,남동대로777번길 18,-,중개거래,인천 남동구
601,경기도 의정부시 민락동,803-1,0803,0001,민락 송학글래드스톤 앤 그레이스모나코,84.98,202409,02,"24,900",9,개인,개인,2020,천보로 14,-,중개거래,경기 의정부시
602,인천광역시 강화군 강화읍 남산리,191-2,0191,0002,고려팰리스6차,84.97,202409,02,"15,300",3,개인,개인,2018,충렬사로22번길 16,-,중개거래,인천 강화군
603,경기도 안산시 단원구 고잔동,526,0526,0000,리베르 오피스텔,18.53,202409,02,"7,000",5,개인,개인,2017,원고잔로 6,-,중개거래,경기 안산시 단원구
604,서울특별시 마포구 도화동,559,0559,0000,마포트라팰리스,106.47,202409,02,"133,000",22,개인,개인,2006,마포대로 53,-,중개거래,서울 마포구
605,경기도 시흥시 정왕동,1366-14,1366,0014,파인힐 오피스텔,26.525,202409,02,"5,200",8,법인,개인,2003,마유로 226,-,중개거래,경기 시흥시
606,인천광역시 연수구 송도동,172-5,0172,0005,송도AT센터,22.31,202409,02,"15,000",4,법인,개인,2022,송도과학로 70,20240909,중개거래,인천 연수구
607,대전광역시 유성구 봉명동,612-2,0612,0002,봉명 정한 드리미아,26.5358,202409,02,"5,700",2,개인,개인,2012,문화원로 80,-,중개거래,대전 유성구
608,대전광역시 유성구 봉명동,536-5,0536,0005,유성 푸르지오 시티,24.06,202409,02,"7,600",11,개인,개인,2014,온천로 45,-,중개거래,대전 유성구
609,인천광역시 연수구 송도동,8-37,0008,0037,롯데몰 송도 캐슬파크,23.0121,202409,02,"15,000",16,개인,개인,2019,인천타워대로132번길 9,-,중개거래,인천 연수구
610,인천광역시 연수구 송도동,172-5,0172,0005,송도AT센터,22.31,202409,02,"15,500",8,법인,개인,2022,송도과학로 70,20240909,중개거래,인천 연수구
611,인천광역시 연수구 송도동,172-5,0172,0005,송도AT센터,22.31,202409,02,"15,500",9,법인,개인,2022,송도과학로 70,20240909,중개거래,인천 연수구
612,광주광역시 서구 치평동,1210-3,1210,0003,샌트럴시티오피스텔,23.682,202409,02,"6,200",21,개인,개인,2016,시청로 77,-,중개거래,광주 서구
613,전라남도 무안군 삼향읍 남악리,1476,1476,0000,남악 유탑유블레스900,28.24,202409,02,"5,000",13,개인,개인,2014,후광대로 330,-,중개거래,전남 무안군
614,서울특별시 관악구 봉천동,875-1,0875,0001,봉천동 875-1 제2종근린생활시설 (이종복),30.55,202409,02,"15,000",6,개인,개인,1998,남부순환로 1802,-,중개거래,서울 관악구
615,인천광역시 서구 청라동,157-21,0157,0021,청라한신더휴커낼웨이,47.9941,202409,02,"20,000",10,개인,개인,2019,청라커낼로260번길 27,-,중개거래,인천 서구
616,제주특별자치도 제주시 연동,Oct.31,2331,0010,연동해든빌,80.0725,202409,02,"31,200",3,개인,법인,2019,도령로13길 2,-,직거래,-
617,경기도 수원시 장안구 조원동,894,0894,0000,일호골든타워,34,202409,02,"11,550",10,개인,개인,2003,경수대로 940,-,중개거래,경기 수원시 장안구
618,인천광역시 서구 청라동,156-1,0156,0001,청라센트럴에일린의뜰,45.4494,202409,02,"21,000",7,개인,개인,2018,청라커낼로 300,-,중개거래,인천 서구
619,경기도 안산시 상록구 수암동,472-8,0472,0008,퀸즈팰리스,78.55,202409,02,"15,300",5,개인,개인,2016,원당골3길 13,-,중개거래,경기 안산시 상록구
620,경기도 성남시 분당구 야탑동,219-1,0219,0001,아델파크빌,67.905,202409,02,"38,200",8,개인,개인,2004,장미로 198,-,중개거래,경기 성남시 분당구
621,인천광역시 서구 청라동,Mar.97,0097,0003,청라 큐브시그니처 3차 오피스텔,34.238,202409,02,"22,600",7,개인,법인,2022,청라한내로72번길 17,-,직거래,-
622,인천광역시 서구 청라동,Mar.97,0097,0003,청라 큐브시그니처 3차 오피스텔,34.238,202409,02,"23,100",17,개인,법인,2022,청라한내로72번길 17,-,직거래,-
623,경기도 고양시 덕양구 화정동,1000-1,1000,0001,화정건영캐스빌플러스,41.16,202409,02,"9,800",4,개인,개인,2004,화신로 259,-,중개거래,경기 고양시 덕양구
624,부산광역시 부산진구 부전동,534-2,0534,0002,서면 데시앙 스튜디오,22.295,202409,02,"13,500",4,개인,개인,2022,서면로 10,-,중개거래,부산 부산진구
625,경기도 광명시 소하동,1342-4,1342,0004,소하람 1,16.67,202409,02,"12,600",6,법인,개인,2017,소하로76번길 21,-,중개거래,경기 광명시
626,인천광역시 서구 청라동,157-21,0157,0021,청라한신더휴커낼웨이,47.9941,202409,02,"21,300",23,개인,개인,2019,청라커낼로260번길 27,-,중개거래,인천 서구
627,서울특별시 구로구 구로동,46,0046,0000,신도림 쌍용플래티넘 노블,76.24,202409,02,"51,500",4,개인,개인,2006,공원로 40,-,중개거래,"서울 구로구, 서울 영등포구"
628,경기도 김포시 북변동,817,0817,0000,래미안 프라자,30.88,202409,02,"5,700",6,개인,개인,2003,사우중로73번길 52,-,중개거래,경기 김포시
629,경기도 김포시 북변동,817,0817,0000,래미안 프라자,30.88,202409,02,"5,300",5,개인,개인,2003,사우중로73번길 52,-,중개거래,경기 김포시
630,경기도 고양시 일산동구 장항동,854-1,0854,0001,양우드라마시티,33.97,202409,02,"8,000",3,개인,개인,2003,백마로213번길 36,-,중개거래,경기 고양시 일산동구
631,경상남도 창원시 성산구 중앙동,Mar.96,0096,0003,라큐비,23.48,202409,02,"7,300",15,개인,개인,2015,중앙대로83번길 8,-,중개거래,경남 창원시 성산구
632,경기도 파주시 야당동,1046,1046,0000,월드스테이,24.8354,202409,02,"14,000",11,개인,개인,2019,경의로 1010,-,중개거래,경기 파주시
633,경기도 고양시 일산동구 백석동,1300,1300,0000,현대밀라트2차,35.14,202409,02,"12,350",6,개인,개인,2003,중앙로 1005,-,중개거래,경기 고양시 일산동구
634,경기도 화성시 오산동,1089,1089,0000,동탄역 롯데캐슬,23.8515,202409,02,"23,000",21,개인,개인,2021,동탄역로 150,-,중개거래,경기 화성시
635,경기도 고양시 일산동구 장항동,746-1,0746,0001,양우로데오시티플러스,35.16,202409,02,"10,470",5,개인,개인,2004,무궁화로 7-45,-,중개거래,경기 고양시 일산동구
636,전라남도 무안군 삼향읍 남악리,1476,1476,0000,남악 유탑유블레스900,28.24,202409,02,"5,000",13,개인,개인,2014,후광대로 330,20240902,중개거래,전남 무안군
637,경기도 수원시 영통구 이의동,1257-3,1257,0003,Eastern Tower,36.04,202409,02,"15,000",6,개인,개인,2013,대학3로4번길 12,-,중개거래,경기 수원시 영통구
638,서울특별시 강동구 천호동,432-10,0432,0010,쌍용플래티넘리버,34.2,202409,02,"19,400",11,개인,개인,2004,올림픽로 659,-,중개거래,서울 강동구
639,서울특별시 용산구 원효로3가,51-37,0051,0037,e테크밸리,32,202409,02,"15,000",14,개인,개인,2003,원효로 128,-,중개거래,서울 용산구
640,울산광역시 남구 달동,1302-2,1302,0002,우진 더 퍼스트클래스,27.0049,202409,02,"16,200",16,개인,개인,2020,달삼로84번길 18,-,중개거래,울산 남구
641,경기도 하남시 덕풍동,742,0742,0000,트윈렉스(II),33.62,202409,02,"12,900",4,개인,개인,2011,덕풍동로 111-50,-,직거래,-
642,울산광역시 남구 신정동,525-1,0525,0001,창우오피스텔,41.225,202409,02,"7,600",3,개인,개인,2004,봉월로146번길 16-1,-,중개거래,울산 남구
643,서울특별시 성동구 상왕십리동,750,0750,0000,노블리안,30.81,202409,02,"20,000",14,개인,개인,2003,왕십리로 390,-,중개거래,서울 광진구
644,경기도 성남시 분당구 서현동,251-3,0251,0003,엘지분당에클라트,35.14,202409,02,"22,000",10,개인,개인,2004,서현로 184,-,중개거래,경기 성남시 분당구
645,서울특별시 강서구 방화동,619-68,0619,0068,에어포스빌,20.79,202409,02,"8,150",5,개인,개인,2003,개화동로 551,-,중개거래,서울 강서구
646,서울특별시 강서구 방화동,619-68,0619,0068,에어포스빌,20.79,202409,02,"8,150",5,개인,개인,2003,개화동로 551,20240909,중개거래,서울 강서구
647,서울특별시 마포구 상암동,1596,1596,0000,"상암DMC푸르지오시티, S-City",18.81,202409,02,"17,000",3,개인,개인,2017,월드컵북로54길 25,-,중개거래,서울 마포구
648,인천광역시 부평구 십정동,408-48,0408,0048,동암역 대우 마이빌,31.47,202409,02,"6,400",12,개인,개인,2004,열우물로 18,-,중개거래,인천 부평구
649,경기도 고양시 일산동구 백석동,1302,1302,0000,백석역 동문굿모닝힐,45.87,202409,02,"12,000",9,개인,개인,2003,장백로 20,-,중개거래,경기 고양시 일산동구
650,서울특별시 강서구 마곡동,739-4,0739,0004,마곡 헤리움1차,24.07,202409,02,"15,600",13,개인,개인,2015,마곡서1로 115-1,-,중개거래,서울 강서구
651,서울특별시 강남구 자곡동,655,0655,0000,강남 푸르지오시티 2차(PRUGIO CITYⅡ),21.872,202409,02,"15,500",6,개인,개인,2014,자곡로 192,-,직거래,-
652,서울특별시 강서구 마곡동,773-3,0773,0003,힐스테이트에코동익,30.69,202409,02,"29,000",13,개인,개인,2017, ,-,중개거래,서울 강서구
653,서울특별시 강서구 마곡동,758,0758,0000,마곡시티오피스텔,24.4,202409,02,"16,500",11,개인,개인,2016,마곡서로 170,-,중개거래,서울 강서구
654,경기도 하남시 망월동,1096-2,1096,0002,우성르보아리버,18.09,202409,02,"11,500",5,개인,개인,2018,미사강변중앙로198번길 35,-,중개거래,경기 하남시
655,충청남도 천안시 동남구 신부동,451-2,0451,0002,천안 랜드마크타워,39.95,202409,02,"6,200",10,법인,개인,2006,만남로 14,-,중개거래,충남 천안시 동남구
656,경기도 부천시 원미구 중동,1167-3,1167,0003,파크리움,21.21,202409,02,"6,900",6,개인,개인,2012,34,20240902,중개거래,경기 부천시 원미구
657,부산광역시 연제구 연산동,1230-22,1230,0022,연산 스카이 힐 (Sky Hill),40.432,202409,02,"12,600",2,개인,개인,2019,대리로5번길 41,-,중개거래,부산 연제구
658,서울특별시 강동구 천호동,169-9,0169,0009,다성 이즈빌,27.8,202409,02,"23,000",2,개인,개인,2016,성안로25길 29,-,중개거래,서울 강동구
