NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
1,광주광역시 광산구 흑석동,524,524,0,수완이지더원,59.8832,202409,14,"34,000",-,13,개인,개인,2012,풍영로101번길 22,-,중개거래,광주 광산구,-
2,부산광역시 북구 화명동,2264,2264,0,롯데낙천대,59.807,202409,14,"32,700",-,3,개인,개인,2002,화명신도시로 156,20240914,중개거래,부산 북구,-
3,대구광역시 북구 대현동,535,535,0,센트럴파크대현,51.42,202409,14,"24,600",-,10,개인,개인,2016,대현남로6길 20,20240914,중개거래,대구 북구,-
4,광주광역시 광산구 우산동,1572-6,1572,6,어등하이빌,59.67,202409,14,"12,400",-,11,개인,개인,1992,사암로215번길 16,-,중개거래,광주 광산구,-
5,경기도 용인시 수지구 상현동,1,1,0,성복역리버파크,59.76,202409,14,"60,000",-,8,개인,개인,1998,포은대로 298,20240914,중개거래,경기 용인시 수지구,-
6,경기도 안성시 일죽면 송천리,610,610,0,일죽아이시타운,80.249,202409,13,"15,000",-,6,개인,개인,2002,서동대로 7416-10,-,중개거래,경기 안성시,-
7,경기도 수원시 권선구 호매실동,1408,1408,0,호매실스타힐스,59.98,202409,13,"40,000",-,5,개인,개인,2018,호매실로 103,-,중개거래,경기 수원시 권선구,-
8,세종특별자치시  종촌동,640,640,0,가재마을4단지(센트레빌),74.98,202409,13,"36,800",-,1,개인,개인,2015,도움3로 160,-,중개거래,세종,-
9,경기도 안산시 상록구 사동,1511,1511,0,안산고잔9차푸르지오,101.9284,202409,13,"61,000",-,15,개인,개인,2007,해양로 16,-,중개거래,경기 안산시 단원구,-
10,경기도 평택시 고덕면 궁리,523,523,0,고덕하늘채시그니처,59.949,202409,13,"31,000",-,13,개인,개인,2021,효덕새싹길 55,-,중개거래,경기 평택시,-
11,경기도 화성시 남양읍 남양리,2249,2249,0,시티프라디움2차아파트,59.9888,202409,13,"31,750",-,1,개인,개인,2018,남양천로 45,-,중개거래,경기 화성시,-
12,경기도 수원시 영통구 하동,1001,1001,0,광교마을40단지,84.81,202409,13,"75,000",-,4,개인,개인,2013,광교마을로 156,-,중개거래,경기 수원시 영통구,-
13,경기도 고양시 일산서구 일산동,1050,1050,0,후곡마을(동부),51.06,202409,13,"23,500",-,1,개인,개인,1994,일산로 612,-,중개거래,경기 고양시 일산서구,-
14,경기도 안산시 단원구 고잔동,720,720,0,호수공원(대림1),87.152,202409,13,"63,000",-,7,개인,개인,2001,광덕서로 19,-,중개거래,경기 안산시 단원구,-
15,경기도 화성시 오산동,998,998,0,동탄역에일린의뜰,84.994,202409,13,"66,000",-,6,개인,개인,2016,동탄기흥로353번길 77,-,중개거래,경기 화성시,-
16,경기도 용인시 처인구 역북동,734,734,0,용인명지대역동원로얄듀크,84.9973,202409,13,"59,000",-,16,개인,개인,2018,명지로16번길 26,-,중개거래,경기 용인시 처인구,-
17,경기도 고양시 일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.9065,202409,13,"47,000",-,12,개인,개인,2013,일현로 97-11,-,중개거래,경기 고양시 일산서구,-
18,경기도 수원시 영통구 매탄동,176,176,0,현대힐스테이트,75.814,202409,13,"56,200",-,22,개인,개인,2006,권광로260번길 36,-,중개거래,경기 수원시 영통구,-
19,경기도 김포시 장기동,2193,2193,0,한강센트럴자이1단지,81.832,202409,13,"48,400",-,5,개인,개인,2017,태장로 845,-,중개거래,경기 김포시,-
20,경기도 의정부시 낙양동,763,763,0,반도유보라아이비파크,84.9454,202409,13,"40,000",-,1,개인,개인,2017,용민로 304,-,중개거래,경기 의정부시,-
21,울산광역시 중구 유곡동,142,142,0,유곡e편한세상,84.7259,202409,13,"54,800",-,6,개인,개인,2010,평동3길 2,-,중개거래,울산 중구,-
22,울산광역시 남구 달동,1411,1411,0,달동월드메르디앙,84.9453,202409,13,"45,900",-,14,개인,개인,2008,삼산로125번길 33,-,중개거래,울산 남구,-
23,경기도 화성시 목동,479,479,0,동탄금강펜테리움센트럴파크Ⅳ,74.8709,202409,13,"53,000",-,1,개인,개인,2018,동탄순환대로20길 45,-,중개거래,경기 화성시,-
24,울산광역시 중구 우정동,172,172,0,마제스타워,84.9865,202409,13,"44,000",-,13,개인,개인,2009,학성로 1,20240913,중개거래,울산 중구,-
25,경기도 용인시 수지구 신봉동,949,949,0,동부센트레빌5단지,124.873,202409,13,"92,500",-,4,개인,개인,2010,신봉1로 214,-,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",-
26,경기도 부천시 원미구 역곡동,5월 26일,26,5,보람,59.6637,202409,13,"37,000",-,11,개인,개인,2005,소사로276번길 175,-,직거래,-,-
27,울산광역시 남구 야음동,594-37,594,37,신정현대홈타운1,59.97,202409,13,"26,300",-,25,개인,개인,2000,대암로 81,-,중개거래,울산 남구,-
28,경기도 오산시 지곶동,577,577,0,e편한세상오산세교,59.9841,202409,13,"29,800",-,13,개인,개인,2018,세마문학로 50,-,중개거래,경기 오산시,-
29,경기도 양주시 옥정동,893,893,0,양주옥정더원파크빌리지,84.996,202409,13,"38,000",-,8,개인,개인,2023,독바위로287번길 51,-,중개거래,경기 양주시,-
30,울산광역시 울주군 청량읍 덕하리,404-7,404,7,덕정유림,59.84,202409,13,"11,300",-,17,개인,개인,1998,덕정1길 8,-,중개거래,울산 울주군,-
31,경기도 부천시 소사구 송내동,377-7,377,7,중동역푸르지오2차,84.96,202409,13,"56,000",-,2,개인,개인,2008,경인로117번길 27,-,중개거래,경기 부천시 소사구,-
32,경기도 수원시 권선구 권선동,1337,1337,0,수원아이파크시티7단지,59.87,202409,13,"54,000",-,6,개인,개인,2016,덕영대로1190번길 100,20240913,중개거래,경기 수원시 권선구,-
33,경기도 수원시 권선구 권선동,1337,1337,0,수원아이파크시티7단지,59.87,202409,13,"54,000",-,6,개인,개인,2016,덕영대로1190번길 100,-,중개거래,경기 수원시 권선구,-
34,인천광역시 남동구 간석동,517-1,517,1,삼마TOP-Class(간석탑클래스),59.7532,202409,13,"25,500",-,4,개인,개인,2016,석산로62번길 11,-,중개거래,인천 남동구,-
35,광주광역시 광산구 산정동,1060,1060,0,하남2지구중흥S-클래스,84.9924,202409,13,"53,000",-,18,개인,개인,2013,목련로21번길 20,-,중개거래,광주 광산구,-
36,인천광역시 서구 가정동,가-,0,0,루원린스트라우스더린시티,84.7618,202409,13,"51,950",-,10,개인,개인,2023,서곶로 45,-,중개거래,인천 서구,-
37,서울특별시 양천구 신정동,326,326,0,목동신시가지12,71.64,202409,13,"160,000",-,6,개인,개인,1988,목동동로 50,-,중개거래,"서울 양천구, 서울 영등포구",-
38,대구광역시 동구 신천동,1514,1514,0,동대구역더샵센터시티,84.9185,202409,13,"56,100",-,26,개인,개인,2022,동부로19길 18,-,중개거래,대구 동구,-
39,광주광역시 광산구 산정동,1056,1056,0,부영애시앙2차,84.8198,202409,13,"29,200",-,5,개인,개인,2008,목련로 41,-,중개거래,광주 광산구,-
40,대전광역시 유성구 봉명동,1036,1036,0,도안6단지 센트럴시티,84.88,202409,13,"62,800",-,24,개인,개인,2010,봉명로 93,20240913,중개거래,대전 유성구,-
41,부산광역시 동래구 명륜동,782,782,0,명륜2차아이파크1단지,59.9038,202409,13,"49,000",-,23,개인,개인,2015,시실로 49,-,중개거래,부산 동래구,-
42,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,59.9048,202409,13,"36,500",-,13,개인,개인,2020,경양로 234,-,중개거래,광주 북구,-
43,부산광역시 연제구 연산동,2298,2298,0,연산경동메르빌,87.9393,202409,13,"48,000",-,22,개인,개인,2013,연수로 110,-,중개거래,"부산 동래구, 부산 연제구",-
44,부산광역시 금정구 남산동,Aug.35,35,8,삼성,49.14,202409,13,"12,000",-,13,개인,개인,1992,금단로 136,-,중개거래,부산 금정구,-
45,부산광역시 사하구 장림동,333-2,333,2,지원시티파크,46.36,202409,13,"20,000",-,11,개인,개인,2015,장림번영로 50,-,직거래,-,-
46,부산광역시 수영구 망미동,1136,1136,0,이편한세상3차,84.977,202409,13,"38,000",-,14,개인,개인,2005,좌수영로 192,-,중개거래,부산 수영구,-
47,광주광역시 북구 일곡동,819-2,819,2,현대1,59.36,202409,13,"14,000",-,11,개인,개인,1997,일곡로 100,-,중개거래,광주 북구,-
48,대구광역시 북구 구암동,655-3,655,3,칠곡2동서타운,39.87,202409,13,"9,500",-,9,개인,개인,1996,구암로32길 22,-,중개거래,대구 북구,-
49,인천광역시 중구 중산동,1871-3,1871,3,하늘도시우미린2단지,84.6182,202409,13,"37,500",-,6,개인,개인,2012,하늘달빛로 113,-,중개거래,인천 중구,-
50,대구광역시 북구 학정동,925,925,0,학정청아람,84.66,202409,13,"27,100",-,2,개인,개인,2007,학정로110길 29,-,중개거래,대구 북구,-
51,서울특별시 강동구 길동,415-13,415,13,강동큐브(2차),12.52,202409,13,"11,500",-,13,개인,개인,2013,진황도로 85,-,중개거래,서울 강동구,-
52,대구광역시 동구 신천동,1514,1514,0,동대구역더샵센터시티,84.9379,202409,13,"57,500",-,21,개인,개인,2022,동부로19길 18,-,중개거래,대구 동구,-
53,대구광역시 동구 용계동,575-12,575,12,용계역푸르지오아츠베르1단지,84.99,202409,13,"42,500",-,12,개인,개인,2023,화랑로108길 42,-,중개거래,대구 동구,-
54,부산광역시 사하구 다대동,1550,1550,0,몰운대,49.08,202409,13,"12,400",-,15,개인,개인,1996,다대낙조2길 215,-,중개거래,부산 사하구,-
55,대구광역시 달서구 월성동,500-6,500,6,월성영남맨션,84.89,202409,13,"22,800",-,9,개인,개인,1991,학산로2길 39,-,중개거래,대구 달서구,-
56,인천광역시 연수구 송도동,2월 9일,2,9,송도풍림아이원4단지,114.8862,202409,13,"67,500",-,5,개인,개인,2005,신송로82번길 6,-,중개거래,인천 연수구,-
57,대구광역시 북구 고성동1가,265,265,0,힐스테이트대구역오페라,84.3571,202409,13,"52,000",-,40,개인,개인,2024,칠성남로 30,20240913,중개거래,대구 북구,-
58,서울특별시 성북구 정릉동,494,494,0,중앙하이츠빌1단지,59.98,202409,13,"58,000",-,4,개인,개인,2004,아리랑로19길 60,-,중개거래,서울 성북구,-
59,대구광역시 달성군 유가읍 봉리,659,659,0,호반베르디움2차,98.8946,202409,13,"32,250",-,7,개인,개인,2016,테크노대로5길 80,-,중개거래,대구 달성군,-
60,대전광역시 서구 내동,2,2,0,맑은아침,77.6069,202409,13,"34,000",-,2,개인,개인,2004,갈마로 262,-,중개거래,대전 서구,-
61,부산광역시 기장군 정관읍 용수리,1387,1387,0,정관동일스위트1차,84.9971,202409,13,"30,500",-,7,개인,개인,2012,24,-,중개거래,부산 기장군,-
62,서울특별시 양천구 신정동,325,325,0,목동신시가지11,51.48,202409,13,"120,000",-,2,개인,개인,1988,목동동로 10,-,중개거래,서울 양천구,-
63,인천광역시 서구 가좌동,192-7,192,7,세우,67.47,202409,13,"13,500",-,5,개인,개인,1984,건지로318번길 27,-,중개거래,인천 서구,-
64,대구광역시 북구 태전동,936-1,936,1,한신중앙,47.25,202409,13,"9,460",-,7,개인,개인,1993,영송로 85,-,직거래,-,-
65,인천광역시 부평구 부평동,756-421,756,421,신성미소지움아파트(101~106동),59.804,202409,13,"28,000",-,14,개인,개인,2005,경인로 858,-,중개거래,인천 부평구,-
66,인천광역시 부평구 산곡동,222,222,0,한신휴,84.979,202409,13,"37,000",-,5,개인,개인,2003,마장로220번길 13,-,중개거래,인천 부평구,-
67,인천광역시 남동구 만수동,1048,1048,0,금호타운,124.05,202409,13,"35,000",-,18,개인,개인,1992,담방로 22-16,-,중개거래,인천 남동구,-
68,부산광역시 기장군 정관읍 방곡리,380,380,0,가화만사성정관타운,59.9567,202409,13,"18,500",-,15,개인,개인,2014,방곡로 39,-,직거래,-,-
69,전라남도 광양시 광양읍 구산리,832-1,832,1,덕진광양의봄,84.9941,202409,13,"15,666",-,8,개인,개인,2013,서평1길 9,-,직거래,-,-
70,경상남도 창원시 마산합포구 월영동,738,738,0,마린애시앙부영,84.9463,202409,13,"38,800",-,7,개인,개인,2019,가포순환로 33,-,중개거래,경남 창원시 마산합포구,-
71,강원특별자치도 춘천시 퇴계동,1240,1240,0,이편한세상춘천한숲시티,84.8265,202409,13,"53,700",-,4,개인,개인,2019,안마산로 133,-,중개거래,강원 춘천시,-
72,경상남도 밀양시 삼문동,756,756,0,삼문동지엘리베라움2단지,71.602,202409,13,"28,000",-,9,개인,개인,2016,미리벌로3길 11,-,중개거래,경남 밀양시,-
73,강원특별자치도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,84.992,202409,13,"27,000",-,6,개인,개인,2007,토성로 39,-,중개거래,강원 속초시,-
74,경상북도 경산시 진량읍 선화리,1089,1089,0,경산1차윤성,40.58,202409,13,"3,600",-,11,개인,개인,1995,선화로20길 25,-,중개거래,경북 경산시,-
75,경상남도 거창군 거창읍 송정리,1097,1097,0,거창푸르지오,84.9607,202409,13,"33,000",-,19,개인,개인,2018,송정2길 33,-,중개거래,경남 거창군,-
76,충청남도 아산시 배방읍 장재리,1844,1844,0,천안아산역 리슈빌,84.15,202409,13,"32,000",-,10,개인,개인,2010,장재로 27,-,직거래,-,-
77,충청남도 당진시 읍내동,1687,1687,0,당진아이파크,84.98,202409,13,"34,000",-,18,개인,개인,2022,당진중앙2로 290,-,직거래,-,-
78,강원특별자치도 홍천군 홍천읍 연봉리,496,496,0,세영더-조은,59.9781,202409,13,"15,800",-,7,개인,개인,2007,남산마을길 13,-,중개거래,강원 홍천군,-
79,경상북도 구미시 공단동,761,761,0,강변뉴타운효성해링턴플레이스,84.8932,202409,13,"25,000",-,10,개인,개인,2019,신비로 100,-,중개거래,경북 구미시,-
80,강원특별자치도 동해시 쇄운동,1100,1100,0,아름다운아침,49.95,202409,13,"7,000",-,13,개인,개인,2012,효자로 572-1,-,중개거래,강원 동해시,-
81,경상북도 김천시 율곡동,8,8,0,김천혁신도시이지더원,110.861,202409,13,"47,300",-,16,개인,개인,2016,해오름1로 37,-,중개거래,경북 김천시,-
82,경상북도 경산시 압량읍 신대리,481,481,0,경산코아루아파트,84.9886,202409,13,"26,000",-,18,개인,개인,2015,압독3로 36,-,중개거래,경북 경산시,-
83,경상남도 창원시 마산회원구 내서읍 호계리,10,10,0,코오롱하늘채1차아파트,84.967,202409,13,"20,750",-,10,개인,개인,2001,호원로 361-3,-,중개거래,경남 창원시 마산회원구,-
84,경상북도 안동시 법흥동,277,277,0,안동강변펠리시아아파트,84.9428,202409,13,"31,500",-,4,개인,개인,2017,육사로 333,-,중개거래,경북 안동시,-
85,충청북도 단양군 단양읍 상진리,50,50,0,두진임대아파트,59.34,202409,13,"9,300",-,9,개인,개인,1996,상진2로 17,-,중개거래,충북 단양군,-
86,전북특별자치도 임실군 운암면 마암리,613-16,613,16,운암엘드호수가,84.5911,202409,13,"14,700",-,7,개인,개인,2003,구이로 12,-,중개거래,전북 전주시 완산구,-
87,전북특별자치도 전주시 덕진구 인후동2가,1561-1,1561,1,건지산이지움아파트,59.98,202409,13,"28,200",-,10,개인,개인,2016,백동2길 11,-,중개거래,전북 전주시 덕진구,-
88,충청북도 진천군 진천읍 성석리,980,980,0,지안스로가2단지,84.9849,202409,13,"23,800",-,6,개인,개인,2017,대촌길 33-15,-,중개거래,충북 진천군,-
89,경상남도 창녕군 창녕읍 말흘리,344,344,0,창녕코아루더파크,59.98,202409,13,"18,500",-,19,개인,개인,2019,말흘5길 62,-,중개거래,경남 창녕군,-
90,경상남도 양산시 평산동,600,600,0,양산천성산한일유앤아이아파트,84.9568,202409,13,"13,650",-,19,개인,공공기관,2008,평산로 116,-,직거래,-,-
91,충청북도 청주시 서원구 성화동,616,616,0,휴먼시아,84.92,202409,13,"26,500",-,4,개인,개인,2009,신성화로 8,-,중개거래,충북 청주시 서원구,-
92,전라남도 영암군 삼호읍 용당리,Jan.79,2179,1,현대삼호2차아파트,59.75,202409,13,"5,950",-,4,개인,개인,1996,신항로 63-7,-,중개거래,전남 목포시,-
93,전북특별자치도 익산시 창인동2가,1-112,1,112,창인,57.426,202409,13,"10,500",-,3,개인,법인,1979,고현로14길 56,-,중개거래,전북 익산시,-
94,경상북도 영주시 휴천동,419,419,0,현대대영,84.95,202409,13,"15,300",-,6,개인,개인,1994,구성로 160-18,-,중개거래,경북 영주시,-
95,경상북도 김천시 덕곡동,1196-1,1196,1,덕곡한마음타운,37.02,202409,13,"3,500",-,7,개인,개인,1999,한마음길 8,-,중개거래,경북 김천시,-
96,경상남도 창원시 의창구 북면 무동리,124-1,124,1,창원무동센텀파라디아,59.9932,202409,13,"19,500",-,16,개인,개인,2018,무동서로 24,-,중개거래,경남 창원시 의창구,-
97,전라남도 광양시 중동,1655,1655,0,호반,80.779,202409,13,"14,900",-,4,개인,개인,2000,공영로 39,-,중개거래,전남 광양시,-
98,충청북도 충주시 대소원면 본리,642,642,0,충주지웰,59.0401,202409,13,"14,700",-,12,개인,개인,2016,첨단산업2로 42,-,중개거래,충북 충주시,-
99,경상남도 통영시 광도면 죽림리,1575-3,1575,3,신원아르시스,59.9649,202409,13,"16,800",-,11,개인,개인,2007,죽림3로 36,-,중개거래,경남 통영시,-
100,경상남도 양산시 삼호동,169,169,0,대동이미지타운1,59.3538,202409,13,"8,800",-,9,개인,개인,2004,대운로 354,-,중개거래,경남 양산시,-
101,전라남도 순천시 해룡면 신대리,2003,2003,0,중흥에스-클래스5단지,84.9944,202409,13,"31,000",-,16,개인,개인,2014,신대로 97,-,중개거래,전남 순천시,-
102,경상남도 창원시 마산회원구 구암동,1335,1335,0,경남(1335),48.015,202409,13,"12,000",-,4,개인,개인,1985,소계천서길 49,-,직거래,-,-
103,경상남도 사천시 사남면 유천리,929,929,0,사천삼정그린코아포레스트,59.98,202409,13,"19,850",-,11,개인,개인,2023,항공로 162,-,직거래,-,-
104,강원특별자치도 원주시 문막읍 동화리,1543,1543,0,문막현진,59.58,202409,13,"8,300",-,12,개인,법인,1997,왕건로 77,-,중개거래,강원 원주시,-
105,강원특별자치도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202409,13,"13,900",-,2,개인,개인,1998,성덕포남로 39,-,직거래,-,-
106,충청북도 청주시 청원구 내수읍 은곡리,246-3,246,3,은곡무지개아파트,39.78,202409,13,"4,000",-,7,개인,개인,2000,은곡4길 6,-,직거래,-,-
107,충청북도 청주시 흥덕구 복대동,3029,3029,0,현대2,60,202409,13,"20,950",-,10,개인,개인,1999,증안로 77,-,중개거래,충북 청주시 흥덕구,-
108,경상남도 사천시 사천읍 사주리,460-1,460,1,대방빌리지,59.97,202409,13,"5,500",-,1,개인,개인,2001,항공로 111,-,중개거래,경남 김해시,-
109,전라남도 무안군 삼향읍 남악리,2531,2531,0,근화베아체비올레,105.4018,202409,13,"32,000",-,11,개인,개인,2014,남악5로22번길 10,-,중개거래,전남 무안군,-
110,제주특별자치도 서귀포시 대정읍 상모리,3078,3078,0,상모채움,82.57,202409,13,"24,000",-,7,개인,개인,2020,상모로269번길 17,-,직거래,-,-
111,경상남도 진주시 신안동,705-1,705,1,신안주공3,59.8,202409,13,"15,600",-,3,법인,개인,1997,석갑로 58,-,중개거래,경남 진주시,-
112,강원특별자치도 강릉시 교동,Jan.46,46,1,한신,59.84,202409,13,"14,000",-,5,개인,개인,1997,명륜로 95-7,-,중개거래,강원 강릉시,-
113,전라남도 여수시 미평동,284,284,0,미평주공2단지,38.64,202409,13,"6,220",-,3,개인,개인,1992,미평로 77,-,중개거래,전남 여수시,-
114,전북특별자치도 전주시 덕진구 반월동,422-1,422,1,대창하이빌타운,28.71,202409,13,"2,950",-,2,개인,개인,1998,반월4길 15,-,중개거래,전북 전주시 덕진구,-
115,충청북도 진천군 광혜원면 죽현리,202,202,0,갑을아파트,39.06,202409,13,"4,700",-,12,개인,개인,2000,진광로 923,-,중개거래,충북 진천군,-
116,제주특별자치도 제주시 도남동,70,70,0,수선화(70)1차,53.89,202409,13,"18,000",-,1,개인,개인,1992,독짓골2길 26,-,직거래,-,-
117,강원특별자치도 속초시 조양동,1294-23,1294,23,성호,59.76,202409,13,"16,250",-,13,개인,개인,2001,청대로 8,-,중개거래,강원 속초시,-
118,강원특별자치도 양양군 양양읍 월리,449-1,449,1,명지푸르미,31.5408,202409,13,"6,500",-,6,개인,개인,2002,남대천로 99-14,-,중개거래,서울 중랑구,-
119,강원특별자치도 원주시 원동,295,295,0,원동주공2,51.02,202409,13,"12,000",-,3,개인,개인,1989,무실로 121,-,중개거래,강원 원주시,-
120,경상남도 통영시 정량동,272-1,272,1,대도,50.11,202409,13,"4,700",-,3,개인,개인,1986,장대4길 2,-,직거래,-,-
121,강원특별자치도 양양군 양양읍 월리,449-1,449,1,명지푸르미,31.5408,202409,13,"6,500",-,12,개인,개인,2002,남대천로 99-14,-,중개거래,서울 중랑구,-
122,경상북도 경산시 진량읍 황제리,Jan.70,70,1,창신황제타운,59.91,202409,13,"6,500",-,10,개인,개인,1996,황제1길 86-31,-,중개거래,경북 경산시,-
123,전북특별자치도 전주시 완산구 평화동2가,457-4,457,4,동도미소드림,84.977,202409,13,"22,000",-,2,개인,개인,2004,모악로 4651,-,중개거래,전북 전주시 완산구,-
124,강원특별자치도 원주시 무실동,1640,1640,0,요진보네르카운티,117.38,202409,13,"36,500",-,5,개인,개인,2004,시청로 64,-,중개거래,강원 원주시,-
125,전라남도 광양시 성황동,1856,1856,0,광양푸르지오더퍼스트,74.9572,202409,13,"30,500",-,24,개인,개인,2021,성황수동로 22,-,직거래,-,-
126,전라남도 광양시 황금동,1370,1370,0,광양한라비발디센트럴마크,84.9053,202409,13,"26,700",-,15,개인,개인,2024,황금4로 54,-,중개거래,전남 광양시,-
127,경상남도 창원시 성산구 안민동,108,108,0,대동한솔마을,84.98,202409,13,"25,000",-,12,개인,개인,1999,안민로 161,-,직거래,-,-
128,전라남도 나주시 송월동,1142,1142,0,양우내안애센텀시티아파트,72.6501,202409,13,"20,000",-,3,개인,개인,2017,송월18길 10,-,직거래,-,-
129,충청북도 음성군 음성읍 신천리,215-1,215,1,유웅,80.19,202409,13,"3,100",-,5,개인,법인,1990,오성길24번길 4,-,직거래,-,-
130,경상북도 구미시 사곡동,697-1,697,1,보성황실타운,60,202409,12,"15,000",-,4,개인,개인,2001,상사서로 128,-,직거래,-,-
131,경상남도 김해시 관동동,1161,1161,0,율하일동미라주더스타,84.9924,202409,12,"25,000",-,4,개인,개인,2017,관동로27번길 117,-,중개거래,경남 김해시,-
132,충청북도 충주시 호암동,152,152,0,부강아파트,26.01,202409,12,"3,050",-,12,개인,개인,1995,호암중앙2로 31,-,직거래,-,-
133,경상남도 창원시 마산합포구 가포동,747,747,0,마창대교반도유보라아이비파크,84.9631,202409,12,"29,000",-,14,개인,개인,2024,가포본동1길 18,-,중개거래,경남 창원시 마산합포구,-
134,충청남도 홍성군 금마면 죽림리,Dec.82,82,12,세청파크빌,49.2,202409,12,"3,500",-,5,개인,개인,2012,충서로2036번길 82,-,직거래,-,-
135,충청남도 계룡시 엄사면 유동리,6월 14일,14,6,대동,84.95,202409,12,"14,900",-,13,개인,개인,2001,번영3길 91,-,중개거래,충남 계룡시,-
136,강원특별자치도 원주시 지정면 가곡리,1461,1461,0,호반베르디움더힐,84.9035,202409,12,"30,000",-,8,개인,개인,2019,신지정로 295,-,직거래,-,-
137,강원특별자치도 원주시 지정면 가곡리,1453,1453,0,EG-the1아파트,59.9473,202409,12,"20,000",-,18,개인,개인,2019,신지정로 325,-,직거래,-,-
138,강원특별자치도 원주시 지정면 가곡리,1537,1537,0,원주롯데캐슬더퍼스트1차,59.9996,202409,12,"22,000",-,12,개인,개인,2018,가곡로 50,-,중개거래,강원 원주시,-
139,전북특별자치도 군산시 대명동,403,403,0,현대메트로타워2차,84.9303,202409,12,"21,300",-,24,개인,개인,2016,구암3.1로 30,-,중개거래,전북 군산시,-
140,충청남도 천안시 서북구 성거읍 송남리,585,585,0,북천안자이포레스트,43.5457,202409,12,"12,000",-,2,개인,개인,2016,성거길 20,-,직거래,-,-
141,경상남도 양산시 중부동,696-1,696,1,대동황토방,59.98,202409,12,"18,500",-,7,개인,개인,1999,양주로 154,-,중개거래,경남 양산시,-
142,강원특별자치도 양양군 양양읍 서문리,414,414,0,양양서문주공,51.85,202409,12,"16,000",-,15,개인,개인,2005,양양로 154-9,-,직거래,-,-
143,강원특별자치도 원주시 문막읍 동화리,1543,1543,0,문막현진,59.58,202409,12,"8,300",-,12,개인,법인,1997,왕건로 77,20240913,중개거래,강원 원주시,-
144,경상남도 양산시 중부동,694-1,694,1,양산신도시뜰안채아파트,39.86,202409,12,"12,500",-,5,개인,개인,2000,양주로 113,-,중개거래,경남 양산시,-
145,충청북도 청주시 흥덕구 옥산면 가락리,981,981,0,청주리버파크자이,77.271,202409,12,"31,000",-,13,개인,개인,2019,오송가락로 1056,-,중개거래,충북 청주시 흥덕구,-
146,충청북도 청주시 흥덕구 옥산면 가락리,953,953,0,흥덕코오롱하늘채아파트,59.9318,202409,12,"18,800",-,6,개인,개인,2016,가락길 60,-,중개거래,충북 청주시 흥덕구,-
147,경상남도 밀양시 내이동,1613,1613,0,이편한세상밀양나노밸리,84.9659,202409,12,"38,000",-,17,개인,개인,2022,창밀로 3518,-,중개거래,경남 밀양시,-
148,충청북도 청주시 흥덕구 옥산면 오산리,247-1,247,1,한울2,59.82,202409,12,"7,700",-,7,개인,개인,1994,오산5길 13,-,중개거래,충북 청주시 흥덕구,-
149,경상북도 영천시 망정동,129,129,0,영천망정2주공,59.51,202409,12,"9,500",-,10,개인,개인,1997,동부로 40,-,직거래,-,-
150,충청남도 예산군 삽교읍 목리,894-1,894,1,내포신도시이지더원아파트,76.9183,202409,12,"21,000",-,15,개인,개인,2017,수암천로 11,-,중개거래,"충남 예산군, 충남 홍성군",-
151,충청남도 예산군 삽교읍 목리,894-1,894,1,내포신도시이지더원아파트,72.9179,202409,12,"21,500",-,12,개인,개인,2017,수암천로 11,-,중개거래,충남 예산군,-
152,경상북도 성주군 성주읍 경산리,762-5,762,5,청구신호타운,117.97,202409,12,"22,000",-,16,개인,개인,1997,경산2길 19-8,-,직거래,-,-
153,충청북도 음성군 금왕읍 무극리,Feb.59,59,2,금왕풍산(다),49.86,202409,12,"5,000",-,2,개인,개인,1991,무극로286번길 10,-,직거래,-,-
154,강원특별자치도 원주시 봉산동,1201,1201,0,삼익,59.99,202409,12,"15,700",-,6,개인,개인,1995,행구로 84,-,중개거래,강원 원주시,-
155,경상남도 창원시 의창구 동읍 용잠리,419,419,0,신안맨션,84.95,202409,12,"14,000",-,12,개인,개인,1997,동읍로 7,-,중개거래,경남 창원시 의창구,-
156,전북특별자치도 전주시 완산구 효자동3가,1540-1,1540,1,서부신시가지코아루해피트리,69.2913,202409,12,"32,000",-,6,개인,개인,2018,세내로 303,-,중개거래,전북 전주시 완산구,-
157,전라남도 화순군 화순읍 계소리,135-1,135,1,오성2,42.75,202409,12,"6,250",-,10,개인,개인,1998,오성로 468,-,중개거래,전남 화순군,-
158,경상북도 경산시 압량읍 신대리,703,703,0,경산푸르지오,74.967,202409,12,"22,800",-,6,개인,개인,2015,12,-,중개거래,경북 경산시,-
159,강원특별자치도 삼척시 교동,130-2,130,2,강부2,49.815,202409,12,"7,900",-,9,개인,개인,1993,동해대로 4122-27,-,중개거래,강원 삼척시,-
160,충청북도 청주시 흥덕구 봉명동,1855,1855,0,푸른,44.13,202409,12,"9,850",-,4,개인,개인,1994,월명로 124,-,중개거래,충북 청주시 흥덕구,-
161,경상남도 거제시 능포동,335,335,0,롯데캐슬아일랜드,77.065,202409,12,"14,500",-,15,개인,개인,2006,능포로2길 62,-,직거래,-,-
