NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
8854,대구광역시 북구 국우동,1228,1228,0,힐스테이트데시앙도남4단지,72.8558,202408,31,"36,000",-,11,개인,개인,2021,도남중앙로8길 8,-,중개거래,"대구 북구, 대구 중구",-
8855,대구광역시 북구 국우동,1142,1142,0,힐스테이트데시앙도남1단지,84.9628,202408,31,"41,500",-,21,개인,개인,2021,도남길 76,-,중개거래,대구 북구,-
8856,대구광역시 북구 국우동,1238,1238,0,힐스테이트데시앙도남2단지,99.6159,202408,31,"47,000",-,8,개인,개인,2021,도남길 16,20240903,중개거래,대구 북구,-
8857,대구광역시 북구 국우동,1238,1238,0,힐스테이트데시앙도남2단지,99.6159,202408,31,"47,000",-,8,개인,개인,2021,도남길 16,-,중개거래,대구 북구,-
8858,대구광역시 북구 태전동,205-14,205,14,한일,59.835,202408,31,"11,400",-,1,개인,법인,1998,칠곡중앙대로53길 32,-,중개거래,대구 북구,-
8859,서울특별시 구로구 신도림동,692,692,0,디큐브시티,128.41,202408,31,"178,000",-,41,개인,개인,2011,경인로 662,-,중개거래,서울 구로구,-
8860,대구광역시 수성구 범어동,179,179,0,두산위브더제니스,137.0619,202408,31,"163,500",-,12,개인,개인,2009,달구벌대로 2435,-,중개거래,대구 수성구,-
8861,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,59.9869,202408,31,"52,500",-,3,개인,개인,2015,들안로78길 45,-,중개거래,"대구 동구, 대구 수성구",-
8862,서울특별시 영등포구 당산동,376,376,0,강변래미안,108.15,202408,31,"155,500",-,16,개인,개인,2002,버드나루로 130,-,중개거래,서울 영등포구,-
8863,부산광역시 동래구 온천동,1600,1600,0,새온천화신동영,84.66,202408,31,"17,000",-,3,개인,개인,1995,쇠미로129번길 62-12,-,중개거래,부산 동래구,-
8864,부산광역시 동래구 온천동,1853,1853,0,동래래미안아이파크,59.9069,202408,31,"60,000",-,27,개인,개인,2022,금정마을로 150,-,중개거래,부산 동래구,-
8865,대구광역시 동구 율하동,1216,1216,0,율하롯데캐슬TOPCLASS,98.5953,202408,31,"44,000",-,6,개인,개인,2015,율하서로 23,-,중개거래,대구 동구,-
8866,서울특별시 영등포구 도림동,221-1,221,1,도림청구,84.96,202408,31,"75,000",-,1,개인,개인,1997,도영로7길 7,-,중개거래,서울 영등포구,-
8867,대구광역시 수성구 범어동,2252,2252,0,범어라온프라이빗2차,84.9728,202408,31,"111,000",-,16,개인,개인,2018,청호로 438,-,중개거래,대구 수성구,-
8868,서울특별시 강서구 방화동,546-1,546,1,방화3차우림필유,84.57,202408,31,"77,500",-,9,개인,개인,2005,양천로14길 118,-,중개거래,"서울 강서구, 서울 양천구",-
8869,서울특별시 강서구 방화동,839,839,0,방화그린,39.76,202408,31,"42,000",-,3,개인,개인,1993,방화대로48길 40,-,중개거래,서울 강서구,-
8870,서울특별시 강서구 방화동,852,852,0,마곡중앙하이츠아파트,59.34,202408,31,"57,000",-,14,개인,개인,1994,양천로6길 28,-,중개거래,서울 강서구,-
8871,대구광역시 동구 방촌동,1150,1150,0,방촌역태왕아너스,84.9857,202408,31,"41,900",-,16,개인,개인,2021,동촌로 255,-,중개거래,대구 동구,-
8872,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,84.974,202408,31,"98,000",-,3,개인,개인,2019,교학로 65,-,중개거래,대구 수성구,-
8873,서울특별시 강서구 내발산동,657,657,0,우장산힐스테이트,84.98,202408,31,"132,700",-,8,개인,개인,2005,강서로 348,-,중개거래,서울 강서구,-
8874,대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬THEFIRST,84.9746,202408,31,"69,800",-,3,개인,개인,2015,수성로69길 70,-,중개거래,대구 수성구,-
8875,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,49.21,202408,31,"23,500",-,4,개인,개인,1996,수성로 412,-,중개거래,대구 수성구,-
8876,대구광역시 수성구 수성동4가,1005,1005,0,범어삼환나우빌,84.9929,202408,31,"55,500",-,8,개인,개인,2007,범어천로 197,-,중개거래,대구 수성구,-
8877,대구광역시 수성구 황금동,365,365,0,캐슬골드파크4단지,84.97,202408,31,"51,800",-,4,개인,개인,2006,청수로 261,-,중개거래,대구 수성구,-
8878,서울특별시 강서구 마곡동,748,748,0,마곡13단지힐스테이트마스터,59.9825,202408,31,"119,000",-,2,개인,개인,2017,마곡중앙1로 71,-,중개거래,서울 강서구,-
8879,대구광역시 수성구 중동,650,650,0,수성골드클래스더센텀,84.974,202408,31,"66,000",-,16,개인,개인,2021,수성로 185,-,중개거래,대구 수성구,-
8880,서울특별시 강동구 고덕동,486,486,0,아남1,50.2,202408,31,"74,900",-,10,개인,개인,1996,양재대로 1706,-,중개거래,"서울 강동구, 서울 광진구",-
8881,서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,39.6,202408,31,"54,500",-,11,개인,개인,1993,허준로 234,-,중개거래,서울 강서구,-
8882,대구광역시 수성구 지산동,1200,1200,0,목련,42.66,202408,31,"17,500",-,3,개인,개인,1986,용학로42길 13,-,중개거래,대구 수성구,-
8883,대구광역시 수성구 지산동,651-2,651,2,위너스타운,84.11,202408,31,"19,400",-,5,개인,개인,2001,지산로11길 20,-,중개거래,대구 수성구,-
8884,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,84.9978,202408,31,"51,800",-,12,개인,개인,2020,지범로48길 21,-,중개거래,대구 수성구,-
8885,대구광역시 수성구 매호동,986-1,986,1,매호화성파크드림,84.9807,202408,31,"36,500",-,10,개인,개인,2006,달구벌대로641길 31,-,중개거래,대구 수성구,-
8886,대구광역시 수성구 사월동,650,650,0,시지3차서한이다음,84.95,202408,31,"39,950",-,7,개인,개인,2018,달구벌대로669길 20-20,-,중개거래,대구 수성구,-
8887,대구광역시 수성구 신매동,601,601,0,시지보성서한아파트,116.65,202408,31,"36,000",-,5,개인,개인,1995,신매로 21,-,중개거래,대구 수성구,-
8888,대구광역시 달서구 신당동,1846,1846,0,성서주공2,49.44,202408,31,"11,800",-,13,개인,개인,1995,신당로 55,-,중개거래,대구 달서구,-
8889,서울특별시 강서구 등촌동,688,688,0,주공3,58.14,202408,31,"80,300",-,14,개인,개인,1995,강서로56나길 37,-,중개거래,서울 강서구,-
8890,대구광역시 달서구 이곡동,1191,1191,0,성서보성화성타운,59.95,202408,31,"16,850",-,12,개인,개인,1994,계대동문로 99,-,중개거래,대구 달서구,-
8891,대구광역시 달서구 이곡동,1194,1194,0,성서청남타운,84.98,202408,31,"23,000",-,6,개인,개인,1994,성서서로 330,-,중개거래,대구 달서구,-
8892,서울특별시 영등포구 양평동3가,79,79,0,현대3차,84.63,202408,31,"94,700",-,6,개인,개인,1991,선유동2로 23,-,중개거래,서울 영등포구,-
8893,서울특별시 영등포구 양평동3가,101,101,0,양평현대6차,59.98,202408,31,"90,000",-,4,개인,개인,2000,선유로 207,-,중개거래,서울 영등포구,-
8894,대구광역시 달서구 장기동,813-1,813,1,장기초록나라,84.9802,202408,31,"27,800",-,4,개인,개인,2000,한들로 55,-,중개거래,대구 달서구,-
8895,서울특별시 강서구 염창동,309,309,0,e편한세상염창,55.0323,202408,31,"86,000",-,10,개인,개인,2019,공항대로 583,-,중개거래,"서울 강서구, 서울 마포구",-
8896,서울특별시 용산구 동자동,45,45,0,센트레빌아스테리움서울,149.05,202408,31,"194,000",-,20,개인,개인,2013,한강대로 372,-,중개거래,서울 용산구,-
8897,대구광역시 달서구 용산동,419-5,419,5,성서5주공,59.99,202408,31,"13,300",-,7,개인,개인,1997,선원남로 181,-,중개거래,대구 달서구,-
8898,대구광역시 달서구 용산동,414-4,414,4,성서6주공,49.95,202408,31,"11,800",-,7,개인,개인,1998,성지로 35,-,중개거래,대구 달서구,-
8899,서울특별시 영등포구 양평동5가,76,76,0,양평한신,59.94,202408,31,"84,000",-,5,개인,개인,1996,양평로24길 9,-,중개거래,서울 영등포구,-
8900,대구광역시 달서구 용산동,807,807,0,용산우방,59.865,202408,31,"18,000",102,9,개인,개인,1997,용산로 174,-,중개거래,대구 달서구,2024.9.5
8901,부산광역시 동래구 온천동,1850,1850,0,동래3차SKVIEW,84.873,202408,31,"52,500",-,16,개인,개인,2021,온천장로65번길 9,-,중개거래,부산 동래구,-
8902,대구광역시 동구 신천동,1518,1518,0,동대구역센트럴시티자이,84.9866,202408,31,"61,500",-,8,개인,개인,2022,송라로10길 33,-,중개거래,대구 동구,-
8903,대구광역시 동구 신천동,1503,1503,0,신천자이,84.9061,202408,31,"38,700",-,10,개인,개인,2013,신암로16길 25,-,중개거래,대구 동구,-
8904,대구광역시 동구 신천동,551-23,551,23,신천가람타운,59.91,202408,31,"15,600",-,15,개인,개인,1997,신암로16길 16,-,중개거래,대구 동구,-
8905,서울특별시 양천구 신월동,987-1,987,1,신월시영,50.67,202408,31,"56,500",-,9,개인,개인,1988,신월로 99,-,중개거래,서울 양천구,-
8906,서울특별시 양천구 신월동,1076,1076,0,목동센트럴아이파크위브2단지,59.68,202408,31,"99,500",-,5,개인,개인,2020,남부순환로83길 18,-,중개거래,서울 양천구,-
8907,서울특별시 양천구 신월동,1063,1063,0,롯데캐슬,84.966,202408,31,"99,000",-,12,개인,개인,2014,중앙로29길 61,-,중개거래,서울 양천구,-
8908,서울특별시 양천구 신월동,1063,1063,0,롯데캐슬,84.984,202408,31,"100,000",-,16,개인,개인,2014,중앙로29길 61,-,중개거래,서울 양천구,-
8909,서울특별시 양천구 신월동,1055,1055,0,신정두산위브,84.22,202408,31,"94,000",-,6,개인,개인,2012,신월로20길 7,-,중개거래,서울 양천구,-
8910,서울특별시 양천구 신월동,1027,1027,0,양천벽산블루밍2단지,59.99,202408,31,"56,000",-,6,개인,개인,2006,월정로9길 20,-,중개거래,서울 양천구,-
8911,대구광역시 달서구 상인동,1557,1557,0,상인평광맨션,59.91,202408,31,"14,500",-,5,개인,개인,1993,상인서로 3,-,중개거래,대구 달서구,-
8912,대구광역시 달서구 상인동,1600,1600,0,상인역모아엘가파크뷰,59.99,202408,31,"29,500",-,12,개인,개인,2019,상화북로 162,-,중개거래,대구 달서구,-
8913,대구광역시 달서구 도원동,1440,1440,0,아람마을,59.63,202408,31,"16,500",-,5,개인,개인,1997,한실로 30,-,중개거래,대구 달서구,-
8914,부산광역시 동래구 온천동,1833,1833,0,동래삼정그린코아포레스트,84.915,202408,31,"48,900",-,25,개인,개인,2018,쇠미로 153,-,중개거래,부산 동래구,-
8915,부산광역시 동래구 온천동,161-1,161,1,SK허브올리브,53.29,202408,31,"18,500",-,16,개인,개인,2006,금강공원로 2,-,중개거래,"부산 금정구, 부산 동래구",-
8916,대구광역시 동구 신암동,1833,1833,0,이안동대구,84.9221,202408,31,"46,400",-,17,개인,개인,2018,송라로28길 14,-,중개거래,대구 동구,-
8917,대구광역시 동구 신암동,1833,1833,0,이안동대구,84.9221,202408,31,"43,900",-,4,개인,개인,2018,송라로28길 14,-,중개거래,대구 동구,-
8918,대구광역시 달서구 진천동,843,843,0,진천역라온프라이빗센텀,68.9202,202408,31,"41,500",-,3,개인,개인,2022,진천로16길 26,20240902,중개거래,대구 달서구,-
8919,대구광역시 달서구 진천동,843,843,0,진천역라온프라이빗센텀,68.336,202408,31,"46,800",-,31,개인,개인,2022,진천로16길 26,20240903,중개거래,대구 달서구,-
8920,대구광역시 달서구 진천동,843,843,0,진천역라온프라이빗센텀,68.9202,202408,31,"49,000",-,31,개인,개인,2022,진천로16길 26,-,중개거래,대구 달서구,-
8921,서울특별시 영등포구 신길동,4518,4518,0,우성2,64.4,202408,31,"85,500",-,13,개인,개인,1986,대방천로 180,-,중개거래,서울 영등포구,-
8922,서울특별시 영등포구 신길동,4501,4501,0,우창,55.9,202408,31,"75,000",-,11,개인,개인,1983,여의대방로5길 6,-,중개거래,서울 동작구,-
8923,대구광역시 달서구 진천동,843,843,0,진천역라온프라이빗센텀,68.9202,202408,31,"41,500",-,3,개인,개인,2022,진천로16길 26,-,중개거래,대구 달서구,-
8924,대구광역시 중구 대봉동,770,770,0,더샵리비테르1차,84.582,202408,31,"61,300",-,16,개인,개인,2022,대봉로43길 21,-,중개거래,대구 중구,-
8925,대구광역시 중구 대봉동,758,758,0,대봉태왕아너스,77.98,202408,31,"40,200",-,12,개인,개인,2015,동덕로 55,-,중개거래,대구 중구,-
8926,대구광역시 중구 대봉동,758,758,0,대봉태왕아너스,59.9728,202408,31,"32,900",-,4,개인,개인,2015,동덕로 55,-,중개거래,대구 중구,-
8927,대구광역시 달서구 진천동,843,843,0,진천역라온프라이빗센텀,84.908,202408,31,"62,000",-,35,개인,개인,2022,진천로16길 26,-,중개거래,대구 달서구,-
8928,대구광역시 달서구 진천동,843,843,0,진천역라온프라이빗센텀,68.336,202408,31,"46,800",-,31,개인,개인,2022,진천로16길 26,20240912,중개거래,대구 달서구,-
8929,대구광역시 중구 남산동,3043,3043,0,반월당역서한포레스트,84.9779,202408,31,"52,000",-,16,개인,개인,2022,중앙대로67길 11,-,중개거래,대구 중구,-
8930,대구광역시 중구 남산동,3030,3030,0,남산자이하늘채,84.8948,202408,31,"66,000",-,22,개인,개인,2022,명덕로 33,-,중개거래,대구 달서구,-
8931,대구광역시 중구 남산동,3030,3030,0,남산자이하늘채,59.1983,202408,31,"47,800",-,8,개인,개인,2022,명덕로 33,-,중개거래,"대구 달서구, 대구 중구",-
8932,대구광역시 중구 남산동,3030,3030,0,남산자이하늘채,59.1983,202408,31,"47,800",-,8,개인,개인,2022,명덕로 33,20240831,중개거래,"대구 달서구, 대구 중구",-
8933,대구광역시 중구 대신동,2106,2106,0,대신센트럴자이,84.9235,202408,31,"51,500",-,24,개인,개인,2015,달구벌대로 1955,-,중개거래,"대구 수성구, 대구 중구",-
8934,대구광역시 달서구 진천동,843,843,0,진천역라온프라이빗센텀,68.336,202408,31,"46,800",-,31,개인,개인,2022,진천로16길 26,-,중개거래,대구 달서구,-
8935,서울특별시 영등포구 대림동,777-1,777,1,신동아,67.41,202408,31,"62,500",-,4,개인,개인,1987,가마산로 312,-,중개거래,서울 영등포구,-
8936,서울특별시 영등포구 대림동,608-1,608,1,현대3차,84.89,202408,31,"95,000",-,17,개인,개인,1997,도신로 31,-,중개거래,서울 영등포구,-
8937,서울특별시 영등포구 대림동,608-1,608,1,현대3차,59.83,202408,31,"80,100",-,3,개인,개인,1997,도신로 31,-,중개거래,서울 영등포구,-
8938,서울특별시 성동구 금호동2가,1217,1217,0,래미안하이리버,84.98,202408,31,"150,000",-,13,개인,개인,2012,금호로 107,-,중개거래,서울 성동구,-
8939,대전광역시 유성구 봉명동,640-2,640,2,하이랜드,15.5493,202408,31,"4,000",-,10,개인,개인,2011,문화원로 107,-,중개거래,대전 유성구,2024.9.5
8940,서울특별시 성동구 응봉동,15,15,0,대림강변타운,84.42,202408,31,"152,700",-,14,개인,개인,2001,고산자로 160,-,중개거래,서울 성동구,-
8941,대구광역시 달서구 유천동,605,605,0,현대아이파크,84.9962,202408,31,"50,000",-,16,개인,개인,2015,조암남로 182,-,중개거래,대구 달서구,-
8942,대구광역시 달서구 유천동,605,605,0,현대아이파크,84.9701,202408,31,"47,800",-,20,개인,개인,2015,조암남로 182,20240904,중개거래,대구 달서구,-
8943,대구광역시 달서구 유천동,605,605,0,현대아이파크,84.9701,202408,31,"47,800",-,20,개인,개인,2015,조암남로 182,-,중개거래,대구 달서구,-
8944,대구광역시 중구 수창동,173,173,0,대구역센트럴자이,84.6421,202408,31,"46,800",-,8,개인,개인,2017,서성로 99,-,중개거래,대구 중구,-
8945,서울특별시 양천구 목동,908-28,908,28,부영2,110.31,202408,31,"165,000",-,25,개인,개인,2000,목동동로 401,-,중개거래,서울 양천구,-
8946,서울특별시 양천구 목동,905-22,905,22,목동트윈빌,156,202408,31,"157,000",-,15,개인,개인,2000,목동동로 339,-,중개거래,서울 양천구,-
8947,서울특별시 양천구 목동,904,904,0,목동신시가지4,95.34,202408,31,"229,500",-,6,개인,개인,1986,목동서로 130,-,중개거래,서울 양천구,-
8948,서울특별시 양천구 목동,966,966,0,목동에버하임,41.06,202408,31,"44,500",-,8,개인,개인,2019,목동중앙북로 68,-,중개거래,"서울 양천구, 서울 영등포구",-
8949,대구광역시 중구 삼덕동3가,383,383,0,삼덕청아람,59.989,202408,31,"36,800",-,16,개인,개인,2013,달구벌대로447길 77,-,중개거래,"대구 동구, 대구 중구",-
8950,서울특별시 양천구 목동,966,966,0,목동에버하임,41.06,202408,31,"44,500",-,8,개인,개인,2019,목동중앙북로 68,20240913,중개거래,서울 양천구,-
8951,대구광역시 달서구 유천동,612,612,0,대구월배2차아이파크,84.2245,202408,31,"51,700",-,10,개인,개인,2016,월배로5길 76,-,중개거래,대구 달서구,-
8952,대구광역시 달서구 유천동,612,612,0,대구월배2차아이파크,84.2245,202408,31,"53,200",-,19,개인,개인,2016,월배로5길 76,-,중개거래,대구 달서구,-
8953,대구광역시 달서구 대천동,497-2,497,2,월배태영데시앙,84.9195,202408,31,"37,800",-,13,개인,개인,2009,조암남로 123,-,중개거래,대구 달서구,-
8954,대구광역시 달서구 월성동,1835,1835,0,월배e-편한세상,59.9694,202408,31,"34,500",-,23,개인,개인,2014,월성로 132,-,중개거래,대구 달서구,-
8955,대구광역시 달서구 월성동,1863,1863,0,월성협성휴포레,84.9249,202408,31,"52,500",-,15,개인,개인,2016,조암로10길 11,-,중개거래,대구 달서구,-
8956,대구광역시 달서구 월성동,1894,1894,0,월성삼정그린코아에듀파크,84.6758,202408,31,"55,900",-,14,개인,개인,2022,월성로 100,-,중개거래,"대구 달서구, 대구 서구",-
8957,서울특별시 양천구 신정동,1277,1277,0,신트리4,59.73,202408,31,"63,800",-,14,개인,개인,2000,신정로 260,-,중개거래,서울 양천구,-
8958,서울특별시 양천구 신정동,1259,1259,0,신트리1,49.95,202408,31,"61,500",-,9,개인,개인,1999,신정로 293,-,중개거래,서울 양천구,-
8959,서울특별시 양천구 신정동,733-31,733,31,수정,48.87,202408,31,"39,000",-,4,개인,개인,1987,신정로13길 35,-,직거래,-,-
8960,서울특별시 양천구 신정동,314,314,0,목동신시가지8,54.94,202408,31,"139,000",-,12,개인,개인,1987,목동서로 280,-,중개거래,서울 양천구,-
8961,서울특별시 양천구 신정동,329,329,0,목동신시가지14,129.33,202408,31,"246,000",-,14,개인,개인,1987,목동동로 130,-,중개거래,서울 양천구,-
8962,부산광역시 기장군 정관읍 용수리,1322,1322,0,정관신동아파밀리에,140.11,202408,31,"48,000",-,14,개인,개인,2008,75,-,중개거래,부산 기장군,-
8963,대구광역시 달서구 대곡동,58,58,0,대곡이오스,84.8719,202408,31,"24,800",-,15,개인,개인,2003,비슬로550길 38,-,중개거래,대구 달서구,-
8964,대구광역시 달서구 대곡동,58,58,0,대곡이오스,59.9938,202408,31,"21,800",-,5,개인,개인,2003,비슬로550길 38,-,중개거래,대구 달서구,-
8965,대구광역시 달성군 화원읍 천내리,122,122,0,화원천내우방맨션,84.87,202408,31,"32,300",-,1,개인,개인,1991,화원로 26,-,중개거래,대구 달성군,-
8966,대구광역시 달성군 화원읍 천내리,918,918,0,화원이진캐스빌,84.9258,202408,31,"39,700",-,15,개인,개인,2017,비슬로 2545,-,중개거래,대구 달성군,-
8967,대구광역시 달성군 화원읍 천내리,138-1,138,1,태왕리더스,79.4584,202408,31,"26,500",-,10,개인,개인,2005,화원로3길 66,-,중개거래,대구 달성군,-
8968,서울특별시 동작구 노량진동,324,324,0,건영(103동-106동),114.96,202408,31,"115,000",-,16,개인,개인,1997,만양로 26,-,중개거래,서울 동작구,-
8969,서울특별시 동작구 상도동,450,450,0,상도동래미안1차,59.828,202408,31,"100,000",-,10,개인,개인,2004,등용로 37,-,중개거래,서울 동작구,-
8970,서울특별시 성동구 응봉동,97,97,0,대림(2차),84.53,202408,31,"105,000",-,3,개인,개인,1989,독서당로 431,-,중개거래,서울 성동구,-
8971,대구광역시 달성군 논공읍 남리,573-2,573,2,평광현대4,50.74,202408,31,"6,700",509,3,개인,개인,1991,남리길 7,-,중개거래,대구 달성군,2024.9.3
8972,대구광역시 달성군 다사읍 서재리,1118,1118,0,에코폴리스 동화아이위시,51.0293,202408,31,"17,200",-,12,개인,개인,2015,서재로12길 38,-,중개거래,대구 달성군,-
8973,대구광역시 달성군 다사읍 세천리,1566-2,1566,2,세천삼정그린코아더베스트아파트2단지,79.5121,202408,31,"25,000",-,14,개인,개인,2017,세천북로 20,-,중개거래,대구 달성군,-
8974,부산광역시 기장군 기장읍 내리,792,792,0,동부산관광단지삼정그린코아더베스트,84.9887,202408,31,"43,900",-,10,개인,개인,2017,기장대로 82-8,-,중개거래,부산 기장군,-
8975,대구광역시 달성군 다사읍 죽곡리,876,876,0,협성휴포레 죽곡,64.9092,202408,31,"34,000",-,21,개인,개인,2018,달구벌대로174길 50,-,중개거래,대구 달성군,-
8976,대구광역시 달성군 다사읍 죽곡리,876,876,0,협성휴포레 죽곡,84.9613,202408,31,"44,300",-,18,개인,개인,2018,달구벌대로174길 50,-,중개거래,대구 달성군,-
8977,대구광역시 달성군 다사읍 매곡리,1537,1537,0,대실역청아람1단지,59.9748,202408,31,"23,800",-,11,개인,개인,2008,대실역북로 38,-,중개거래,대구 달성군,-
8978,대구광역시 달성군 유가읍 봉리,622,622,0,힐데스하임아파트,84.9809,202408,31,"24,700",-,8,개인,개인,2015,테크노북로9길 42,-,중개거래,대구 달성군,-
8979,부산광역시 기장군 기장읍 교리,251-3,251,3,성신목화,84.78,202408,31,"15,300",-,4,개인,개인,1992,차성로 442,-,중개거래,부산 기장군,-
8980,서울특별시 마포구 상암동,1643,1643,0,상암월드컵파크3단지,84.94,202408,31,"111,000",-,13,개인,개인,2003,월드컵로 338,-,중개거래,서울 마포구,-
8981,서울특별시 동작구 흑석동,339,339,0,흑석한강센트레빌Ⅱ,84.99,202408,31,"160,000",-,4,개인,개인,2012,서달로 91,-,중개거래,서울 동작구,-
8982,서울특별시 동작구 흑석동,339,339,0,흑석한강센트레빌Ⅱ,84.99,202408,31,"167,000",-,6,개인,개인,2012,서달로 91,-,중개거래,서울 동작구,-
8983,서울특별시 동작구 흑석동,328,328,0,흑석동양아파트,84.991,202408,31,"102,000",-,15,개인,개인,2003,서달로1길 17,-,중개거래,서울 동작구,-
8984,서울특별시 마포구 상암동,1660,1660,0,상암월드컵파크7단지,104.77,202408,31,"138,500",-,13,개인,개인,2005,상암산로1길 92,-,중개거래,"서울 동대문구, 서울 마포구",-
8985,대구광역시 달성군 현풍읍 중리,485,485,0,대구테크노폴리스일동미라주더파크,72.952,202408,31,"20,300",-,13,개인,개인,2017,테크노북로2길 9,-,중개거래,대구 달성군,-
8986,부산광역시 사상구 엄궁동,683-3,683,3,엄궁2차한신,84.9,202408,31,"20,000",-,1,개인,개인,1999,엄궁로 40,-,중개거래,부산 사상구,-
8987,대구광역시 달성군 현풍읍 중리,485,485,0,대구테크노폴리스일동미라주더파크,84.7935,202408,31,"24,800",-,11,개인,개인,2017,테크노북로2길 9,-,중개거래,대구 달성군,-
8988,대구광역시 달성군 현풍읍 중리,485,485,0,대구테크노폴리스일동미라주더파크,72.9749,202408,31,"22,300",-,11,개인,개인,2017,테크노북로2길 9,-,중개거래,대구 달성군,-
8989,대구광역시 달성군 구지면 창리,1434,1434,0,대구국가산단디에트르더센트럴,84.9425,202408,31,"28,800",-,6,개인,개인,2021,국가산단대로70길 17,-,중개거래,대구 달성군,-
8990,인천광역시 중구 신생동,May.38,38,5,삼성,84.42,202408,31,"23,000",-,5,개인,개인,2001,인중로 111,-,중개거래,인천 중구,-
8991,인천광역시 중구 신흥동1가,Aug.34,34,8,풍림,84.765,202408,31,"24,000",101,19,개인,개인,1996,인중로 109,-,중개거래,인천 중구,2024.9.2
8992,인천광역시 중구 중산동,1887-2,1887,2,영종힐스테이트,83.372,202408,31,"42,700",-,18,개인,개인,2012,하늘별빛로 66,20240905,중개거래,인천 중구,-
8993,서울특별시 성동구 응봉동,98,98,0,금호현대,79.8,202408,31,"100,500",-,2,개인,개인,1990,독서당로 377,-,중개거래,서울 성동구,-
8994,대전광역시 유성구 노은동,520-1,520,1,열매마을8단지(계룡새미래),129.772,202408,31,"78,000",-,5,개인,개인,2001,은구비남로 34,-,중개거래,대전 유성구,-
8995,부산광역시 사상구 학장동,574-57,574,57,학장동2차삼성,74.13,202408,31,"22,800",-,16,개인,개인,1999,학감대로123번길 75,-,중개거래,부산 사상구,-
8996,인천광역시 중구 중산동,1887-2,1887,2,영종힐스테이트,83.372,202408,31,"42,700",-,18,개인,개인,2012,하늘별빛로 66,-,중개거래,인천 중구,-
8997,인천광역시 중구 중산동,1872-1,1872,1,영종신명스카이뷰주얼리,57.016,202408,31,"25,500",-,21,개인,개인,2013,하늘달빛로 95,-,중개거래,인천 중구,-
8998,인천광역시 중구 중산동,1887-4,1887,4,e편한세상영종국제도시오션하임,84.9777,202408,31,"50,800",-,8,개인,개인,2018,두미포로 112,-,중개거래,인천 중구,-
8999,인천광역시 중구 중산동,1879-1,1879,1,영종하늘도시KCC스위첸,60.541,202408,31,"38,900",-,11,개인,개인,2019,은하수로 380,-,중개거래,인천 중구,-
9000,대전광역시 유성구 노은동,521,521,0,열매마을9단지(금성백조),84.9761,202408,31,"63,300",-,11,개인,개인,2002,은구비남로 56,-,중개거래,대전 유성구,-
9001,인천광역시 중구 운남동,1550,1550,0,영종자이,101.773,202408,31,"36,700",-,2,개인,개인,2009,운남서로 7,-,중개거래,인천 중구,-
9002,인천광역시 동구 송현동,154,154,0,송현주공솔빛마을(154),59.9,202408,31,"21,000",-,21,개인,개인,2003,송현로 50,-,중개거래,인천 동구,-
9003,대전광역시 유성구 지족동,880,880,0,열매마을6단지(현대2차),84.984,202408,31,"48,000",-,12,개인,개인,2000,노은동로 187,-,중개거래,"대전 동구, 대전 유성구",-
9004,대전광역시 유성구 지족동,919,919,0,열매마을7단지(현대1차),84.934,202408,31,"53,400",-,5,개인,개인,2000,은구비남로 55,-,중개거래,대전 유성구,-
9005,인천광역시 미추홀구 숭의동,1월 10일,1,10,한우리,49.146,202408,31,"17,400",-,8,개인,개인,2015,경인로 150,-,중개거래,경기 양주시,-
9006,인천광역시 미추홀구 숭의동,Jan.84,84,1,극동,58.14,202408,31,"15,200",-,11,개인,개인,1997,석정로126번길 12-33,-,중개거래,인천 미추홀구,-
9007,서울특별시 마포구 도화동,82,82,0,우성,68.94,202408,31,"115,500",-,11,개인,개인,1991,삼개로 33,-,중개거래,서울 마포구,-
9008,인천광역시 미추홀구 숭의동,Jan.84,84,1,극동,84.835,202408,31,"19,800",-,7,개인,개인,1997,석정로126번길 12-33,-,중개거래,인천 미추홀구,-
9009,인천광역시 미추홀구 학익동,744-1,744,1,힐스테이트학익,84.9993,202408,31,"63,900",-,14,개인,개인,2021,독배로251번길 24,-,중개거래,"인천 미추홀구, 인천 연수구",-
9010,인천광역시 미추홀구 학익동,703-2,703,2,태산,59.0966,202408,31,"18,100",-,15,개인,개인,1998,한나루로341번길 40,-,중개거래,인천 미추홀구,-
9011,서울특별시 마포구 공덕동,469,469,0,래미안공덕5차,59.959,202408,31,"146,000",-,10,개인,개인,2011,마포대로 173-15,-,중개거래,서울 마포구,-
9012,인천광역시 미추홀구 도화동,1011,1011,0,더샵인천스카이타워1단지,74.9643,202408,31,"51,300",-,18,개인,개인,2020,숙골로88번길 12,-,중개거래,"인천 미추홀구, 인천 부평구",-
9013,인천광역시 미추홀구 주안동,1614,1614,0,월드스테이트(112~123),59.996,202408,31,"34,500",-,4,개인,개인,2008,경원대로 884,-,중개거래,"인천 미추홀구, 인천 서구",-
