NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
702,서울특별시 영등포구 문래동6가,8,0008,0000,문래임광그대가,전세,85.84,202409,10,"50,000",0,3,2005,선유로 71,202410~202610,갱신,-,"50,000",0
703,부산광역시 사하구 하단동,604-1,0604,0001,하비스OT,월세,21.6,202409,10,300,32,6,2011,동매로23번길 22,202409~202509,신규,-,,
704,서울특별시 동대문구 용두동,130-4,0130,0004,바인르미에르,월세,35.79,202409,10,"1,000",94,6,2017, ,202409~202509,신규,-,,
705,인천광역시 연수구 송도동,149,0149,0000,롯데캐슬 캠퍼스타운,월세,26.32,202409,10,500,65,14,2016,송도과학로27번길 55,202410~202510,신규,-,,
706,인천광역시 연수구 송도동,169,0169,0000,더샵 송도트리플타워 East,전세,21.69,202409,10,"11,700",0,12,2020,송도과학로28번길 8,202410~202610,신규,-,,
707,인천광역시 연수구 송도동,83,0083,0000,송도센트럴파크 푸르지오 시티,월세,25.78,202409,10,"10,000",15,8,2015, ,202410~202610,신규,-,,
708,부산광역시 사하구 하단동,618-11,0618,0011,하단드리움,전세,20.35,202409,10,"8,000",0,7,2021,낙동대로457번길 17,202410~202610,신규,-,,
709,부산광역시 남구 문현동,539-153,0539,0153,미래시티빌,월세,18.25,202409,10,300,30,12,2013,전포대로92번길 7,202409~202509,신규,-,,
710,부산광역시 남구 문현동,466-11,0466,0011,문현오름캐슬,월세,58.76,202409,10,"3,000",65,9,2016,전포대로40번길 23,202409~202509,갱신,-,"16,000",0
711,부산광역시 사하구 하단동,604-11,0604,0011,더크루즈타운,월세,21.6,202409,10,300,35,4,2018,동매로 25-8,202409~202509,신규,-,,
712,경기도 하남시 신장동,438-10,0438,0010,하남시청역 희상성원상떼빌,전세,45.11,202409,10,"30,000",0,14,2024,신장로 86-1,202410~202610,신규,-,,
713,경기도 화성시 오산동,968-7,0968,0007,동탄 KTX 중앙파크뷰,월세,20.67,202409,10,500,61,5,2018,동탄역로 128,202411~202511,갱신,사용,500,58
714,대구광역시 동구 봉무동,1551-2,1551,0002,태왕아너스타워,전세,28,202409,10,"6,500",0,11,2015, ,202410~202610,신규,-,,
715,강원특별자치도 춘천시 소양로1가,Jun.94,0094,0006,춘천 스마트하우스 오피스텔,전세,27.32,202409,10,"11,000",0,12,2022,소양로 190,202409~202609,신규,-,,
716,부산광역시 남구 문현동,837-6,0837,0006,이안가득,월세,24.47,202409,10,"1,000",32,5,2020,지게골로 3,202409~202509,신규,-,,
717,경기도 고양시 일산동구 식사동,1586,1586,0000,더파인테라스,월세,21.88,202409,10,"10,800",6,14,2020,위시티1로 6-39,202410~202610,신규,-,,
718,경기도 고양시 일산동구 식사동,1586,1586,0000,더파인테라스,전세,21.88,202409,10,"12,000",0,14,2020,위시티1로 6-39,202410~202610,신규,-,,
719,경기도 고양시 일산동구 식사동,1586,1586,0000,더파인테라스,전세,21.88,202409,10,"12,000",0,5,2020,위시티1로 6-39,202410~202610,신규,-,,
720,서울특별시 금천구 가산동,535-7,0535,0007,G밸리 하우스디 어반,월세,19.64,202409,10,500,65,6,2019,서부샛길 714,202409~202509,신규,-,,
721,부산광역시 남구 문현동,1227-2,1227,0002,문현금융단지 IFC부산 복합시설,월세,39.82,202409,10,"1,000",70,34,2018,전포대로 133,202409~202509,신규,-,,
722,서울특별시 노원구 상계동,693-2,0693,0002,(693-2),월세,29.68,202409,10,500,63,9,1993,상계로 55,202409~202609,신규,-,,
723,경기도 하남시 신장동,427-373,0427,0373,하이렉스오피스텔,월세,20.36,202409,10,500,46,15,2015,하남대로801번길 74,202409~202509,신규,-,,
724,경기도 하남시 신장동,519-7,0519,0007,에스앤에벤에셀,월세,19.08,202409,10,"1,000",46,11,2017, ,202409~202509,신규,-,,
725,서울특별시 금천구 가산동,535-7,0535,0007,G밸리 하우스디 어반,전세,19.37,202409,10,"13,900",0,3,2019,서부샛길 714,202410~202610,신규,-,,
726,경기도 화성시 오산동,982-2,0982,0002,우평라비엔파크,전세,22.22,202409,10,"12,500",0,3,2019,동탄감배산로 124-8,202410~202610,신규,-,,
727,서울특별시 금천구 가산동,550-17,0550,0017,가산 미소지움,월세,15.75,202409,10,500,60,9,2017,서부샛길 528,202410~202510,신규,-,,
728,경상남도 창원시 진해구 풍호동,818-6,0818,0006,더큐브,전세,81.39,202409,10,"12,640",0,6,2024,진해대로1041번길 21,202409~202612,신규,-,,
729,인천광역시 서구 가좌동,106,0106,0000,가좌 코오롱 하늘채 메트로,전세,62.43,202409,10,"18,449",0,13,2021,가정로151번길 4,-,-,-,,
730,경상남도 창원시 진해구 풍호동,818-6,0818,0006,더큐브,전세,81.39,202409,10,"12,640",0,4,2024,진해대로1041번길 21,202409~202612,신규,-,,
731,인천광역시 서구 가좌동,106,0106,0000,가좌 코오롱 하늘채 메트로,전세,63.61,202409,10,"18,041",0,5,2021,가정로151번길 4,202409~202612,신규,-,,
732,경상남도 창원시 진해구 풍호동,818-6,0818,0006,더큐브,전세,81.39,202409,10,"12,560",0,3,2024,진해대로1041번길 21,202409~202612,신규,-,,
733,대전광역시 유성구 관평동,1343,1343,0000,메종 드 세이,월세,25.17,202409,10,500,42,4,2019,테크노1로 12-28,202405~202505,갱신,사용,500,42
734,대전광역시 유성구 도룡동,4월 28일,0004,0028,스마트시티리버뷰,전세,78.72,202409,10,"28,886",0,11,2014,엑스포로123번길 26-30,202411~202511,갱신,사용,"27,510",0
735,경기도 화성시 오산동,982-2,0982,0002,우평라비엔파크,월세,17.67,202409,10,"10,000",7,5,2019,동탄감배산로 124-8,202410~202510,신규,-,,
736,부산광역시 영도구 영선동4가,1월 2일,0001,0002,신화하니엘 더마린,전세,79.74,202409,10,"20,000",0,13,2019,절영로94번길 33,202410~202610,신규,-,,
737,경상남도 창원시 진해구 풍호동,818-6,0818,0006,더큐브,전세,81.39,202409,10,"12,560",0,2,2024,진해대로1041번길 21,202409~202612,신규,-,,
738,서울특별시 도봉구 창동,623-48,0623,0048,북한산 드림시티,월세,29.89,202409,10,"4,000",85,12,2020,도봉로110마길 42,202410~202510,신규,-,,
739,경상남도 창원시 진해구 풍호동,818-6,0818,0006,더큐브,전세,81.39,202409,10,"12,640",0,5,2024,진해대로1041번길 21,202409~202612,신규,-,,
740,대구광역시 동구 신천동,286-2,0286,0002,부띠크시티 오피스텔,월세,21.5,202409,10,"1,000",30,2,2015, ,202409~202509,신규,-,,
741,서울특별시 도봉구 창동,630-16,0630,0016,하이팰리스,전세,52.25,202409,10,"31,000",0,7,2024,덕릉로63가길 88,202410~202610,신규,-,,
742,서울특별시 강서구 마곡동,793-7,0793,0007,매그넘793,월세,27.46,202409,10,"1,000",93,8,2020,강서로 401,202409~202509,갱신,-,"1,000",89
743,서울특별시 강서구 마곡동,760-2,0760,0002,마곡나루역캐슬파크,월세,23.39,202409,10,"1,000",84,14,2016,마곡중앙로 161-1,202411~202511,갱신,-,"1,000",80
744,서울특별시 강서구 마곡동,760-1,0760,0001,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,월세,20.84,202409,10,500,65,10,2017,마곡중앙로 161-11,202409~202509,갱신,-,500,65
745,대전광역시 유성구 용계동,667-1,0667,0001,힐스테이트 도안 2차,월세,85,202409,10,"2,000",100,8,2023,동서대로656번길 16-12,202409~202609,신규,-,,
746,서울특별시 강서구 마곡동,760-2,0760,0002,마곡나루역캐슬파크,월세,25.6,202409,10,500,71,11,2016,마곡중앙로 161-1,202410~202510,갱신,-,500,67
747,서울특별시 강서구 마곡동,758-2,0758,0002,마곡일성트루엘플래닛,월세,21.43,202409,10,"13,900",12,12,2016,마곡중앙로 161-22,202410~202610,신규,-,,
748,서울특별시 강서구 마곡동,760-2,0760,0002,마곡나루역캐슬파크,월세,23.39,202409,10,"5,000",45,14,2016,마곡중앙로 161-1,202410~202510,신규,-,,
749,경기도 화성시 영천동,679-8,0679,0008,브리즈힐 오피스텔,월세,26.3,202409,10,"2,000",65,2,2018,동탄순환대로29길 9,202409~202509,신규,-,,
750,경기도 화성시 영천동,833,0833,0000,힐스테이트 동탄역,전세,42.24,202409,10,"21,000",0,25,2020,동탄기흥로 585,202409~202609,신규,-,,
751,경기도 성남시 분당구 정자동,162-2,0162,0002,정자동3차 푸르지오 시티,월세,25.08,202409,10,"1,000",90,27,2015, ,202409~202509,신규,-,,
752,서울특별시 강서구 마곡동,760,0760,0000,마곡나루역보타닉푸르지오시티,월세,22.2,202409,10,"1,000",80,11,2017, ,202410~202510,갱신,-,"1,000",80
753,부산광역시 수영구 광안동,1055-231,1055,0231,케이디스페이스알파231,월세,26.73,202409,10,"1,000",85,5,2020,광서로40번길 11,202409~202609,신규,-,,
754,부산광역시 사하구 하단동,524-6,0524,0006,라온O/T,월세,21.97,202409,10,300,45,14,2017,낙동남로 1385-3,202409~202509,신규,-,,
755,부산광역시 사상구 괘법동,524-34,0524,0034,DR 에코시티2,월세,23.35,202409,10,"8,900",10,16,2021,사상로233번길 26,202410~202610,신규,-,,
756,부산광역시 수영구 광안동,152-9,0152,0009,케이디 스페이스 알파 152,전세,27.07,202409,10,"14,000",0,4,2021,광안로45번길 13,202409~202609,갱신,-,"11,000",15
757,부산광역시 수영구 광안동,333,0333,0000,세종엠제이드,월세,36.81,202409,10,"15,000",5,5,2017,수영로507번길 12-1,202409~202609,신규,-,,
758,대구광역시 수성구 두산동,85,0085,0000,호반써밋수성,월세,79.87,202409,10,"3,000",90,6,2024,청수로24길 71,202410~202610,신규,-,,
759,서울특별시 관악구 신림동,1420-3,1420,0003,(1420-3),전세,30.29,202409,10,"10,416",0,5,2001,남부순환로185길 27,202410~202610,갱신,-,"9,920",0
760,서울특별시 관악구 신림동,1414-33,1414,0033,(1414-33),월세,16.62,202409,10,"8,000",4,3,2003,남부순환로185길 26,202410~202610,신규,-,,
761,서울특별시 강서구 마곡동,739-2,0739,0002,우성르보아투,월세,20.24,202409,10,"11,200",10,12,2015, ,202410~202610,신규,-,,
762,서울특별시 도봉구 방학동,707,0707,0000,이안 테라디움 방학역,전세,17.86,202409,10,"13,600",0,3,2021,도봉로150길 8,202410~202610,신규,-,,
763,서울특별시 양천구 신정동,972-6,0972,0006,퀸즈 포디엄,월세,17.7,202409,10,"15,000",10,4,2020,신월로 289,202410~202610,신규,-,,
764,인천광역시 미추홀구 용현동,665-8,0665,0008,인하대역 헤리움 메트로 타워,월세,21.68,202409,10,500,58,10,2020,용정공원로83번길 49,202409~202509,신규,-,,
765,서울특별시 마포구 대흥동,12월 27일,0012,0027,이대역 푸르지오 시티,월세,29.14,202409,10,"22,000",10,11,2013,신촌로 170,202410~202610,신규,-,,
766,충청남도 천안시 서북구 불당동,1280,1280,0000,천안불당 시티프라디움 3차,전세,85,202409,10,"22,000",0,35,2018,공원로 176,202412~202612,신규,-,,
767,충청남도 천안시 서북구 불당동,1544,1544,0000,천안 불당 지웰시티푸르지오 1단지,전세,84.93,202409,10,"23,000",0,27,2017,불당26로 80,202410~202609,신규,-,,
768,충청남도 천안시 서북구 불당동,1284,1284,0000,천안불당2차 중흥S-클래스 프라디움레이크,전세,84.96,202409,10,"22,000",0,25,, ,-,-,-,,
769,경기도 부천시 원미구 심곡동,140-3,0140,0003,더코지(The Cozy),전세,65.42,202409,10,"29,000",0,13,2022,46,202410~202610,신규,-,,
770,경기도 성남시 중원구 성남동,2340,2340,0000,더 갤러리,월세,56.21,202409,10,"26,500",10,3,2019,광명로 88,202411~202611,신규,-,,
771,경기도 성남시 중원구 성남동,2201,2201,0000,수진역 코아루 천년가 오피스텔,월세,25,202409,10,500,74,10,2019,광명로 103,202411~202511,갱신,-,500,71
772,경상남도 진주시 가좌동,Jan.68,2068,0001,신진주역세권 줌테라스,월세,19.94,202409,10,500,50,16,2020,개양로 112,202409~202509,신규,-,,
773,서울특별시 관악구 봉천동,882-4,0882,0004,케이타워 오피스텔,월세,18.24,202409,10,"1,000",60,2,2010,청룡1길 42,202409~202509,신규,-,,
774,서울특별시 관악구 봉천동,1628-15,1628,0015,봉천동 오피스텔,전세,18.94,202409,10,"12,000",0,4,2003,봉천로 566,202410~202610,신규,-,,
775,제주특별자치도 제주시 연동,251-9,0251,0009,에코힐튼,월세,25.67,202409,10,400,58,18,2019,신광로4길 28,202409~202509,신규,-,,
776,서울특별시 서대문구 홍은동,274-32,0274,0032,서대문 노블루체,전세,29.44,202409,10,"22,000",0,3,2018,연희로 265,202411~202611,신규,-,,
777,경기도 하남시 망월동,1081,1081,0000,효성헤링턴타워퍼스트 미사역,전세,29.61,202409,10,"13,000",0,6,2018,아리수로 570,202410~202610,신규,-,,
778,부산광역시 사상구 괘법동,984,0984,0000,센트럴 스타힐스,전세,27.42,202409,10,"8,000",0,9,2022,사상로223번길 23,202409~202609,신규,-,,
779,부산광역시 사상구 괘법동,551-32,0551,0032,힐튼빌오피스텔,월세,18.71,202409,10,"8,000",10,13,2019,광장로104번길 24,202409~202509,신규,-,,
780,광주광역시 북구 양산동,1155,1155,0000,양산 명지써밋 주상복합,전세,56.32,202409,10,"18,000",0,15,2024, ,202410~202610,신규,-,,
781,광주광역시 북구 양산동,1155,1155,0000,양산 명지써밋 주상복합,전세,79.15,202409,10,"21,000",0,17,2024, ,202409~202609,신규,-,,
782,경상남도 사천시 향촌동,977-5,0977,0005,(977-5),월세,62.25,202409,10,450,52,3,2018,숲뫼길 40-16,202409~202609,신규,-,,
783,서울특별시 강서구 염창동,261-12,0261,0012,그린뷰,전세,19.9,202409,10,"16,400",0,9,2018, ,202411~202511,신규,-,,
784,부산광역시 부산진구 부전동,469-16,0469,0016,아트온부전,전세,24.28,202409,10,"8,000",0,2,2021,부전로 94-1,202409~202609,신규,-,,
785,부산광역시 부산진구 부전동,394-8,0394,0008,서면에코팰리스시티,전세,29.72,202409,10,"14,000",0,4,2023,새싹로 38,202410~202610,신규,-,,
786,부산광역시 부산진구 부전동,226-1,0226,0001,위클리스타,월세,26.78,202409,10,"9,500",18,9,2022,중앙대로680번길 22,202410~202610,신규,-,,
787,인천광역시 중구 중산동,1873-21,1873,0021,광영스너그에어시티,월세,24.29,202409,10,500,65,15,2023,영종대로 875,202409~202509,신규,-,,
788,강원특별자치도 원주시 반곡동,1897-4,1897,0004,코아루시티,월세,22.48,202409,10,500,33,6,2016,양지로 58,202409~202509,신규,-,,
789,경기도 하남시 망월동,1081,1081,0000,효성헤링턴타워퍼스트 미사역,전세,29.23,202409,10,"23,000",0,11,2018,아리수로 570,202410~202610,갱신,-,"23,000",0
790,경기도 하남시 망월동,1146-1,1146,0001,하남미사 롯데캐슬 헤븐시티 Ⅰ,전세,21.84,202409,10,"14,200",0,7,2020,미사강변한강로 279,202409~202609,갱신,-,"14,700",0
791,경기도 하남시 풍산동,527-1,0527,0001,미사강변 유림 노르웨이숲,월세,26.03,202409,10,"12,000",20,3,2019,조정대로 65,202410~202610,신규,-,,
792,경기도 용인시 수지구 풍덕천동,1209,1209,0000,e편한세상 수지,월세,18.74,202409,10,500,64,10,2017, ,202409~202509,갱신,-,500,57
793,경기도 용인시 수지구 풍덕천동,1157,1157,0000,힐스테이트 수지구청역,전세,59.75,202409,10,"41,400",0,19,2022,포은대로 388,-,-,-,,
794,경기도 화성시 능동,1065-3,1065,0003,동탄 푸르지오 시티,월세,31.8,202409,10,"12,000",15,15,2013,동탄원천로 360,202409~202509,신규,-,,
795,부산광역시 동래구 온천동,1422-23,1422,0023,Z1 TOWER,월세,52.02,202409,10,"11,000",25,2,2015,아시아드대로 256-5,202410~202610,신규,-,,
796,경기도 용인시 처인구 역북동,745,0745,0000,용인역북 THE 럭스나인,월세,23.98,202409,10,500,65,8,2019,명지로 24,202409~202509,신규,-,,
797,경기도 부천시 소사구 심곡본동,671-1,0671,0001,이테크 에비뉴스타,월세,36.37,202409,10,"1,000",80,12,2019,232,202409~202609,신규,-,,
798,경기도 의정부시 호원동,460-4,0460,0004,라온힐조,월세,19.42,202409,10,500,45,15,2017,평화로190번길 16,202409~202509,신규,-,,
799,경기도 안양시 만안구 안양동,603-3,0603,0003,안양 경남아너스빌시티,전세,34.07,202409,10,"20,000",0,8,2021,만안로 108,202410~202610,신규,-,,
800,인천광역시 미추홀구 주안동,928-8,0928,0008,해마루 더펠리체,월세,28.89,202409,10,300,74,6,2015,주안로 182,202409~202501,신규,-,,
801,인천광역시 중구 운서동,Jan.03,2803,0001,메가스타영종,월세,50.42,202409,10,"1,000",50,7,2017,신도시남로142번길 6,202409~202509,신규,-,,
802,경기도 구리시 갈매동,599-2,0599,0002,구리갈매 대방디엠시티 메트로카운티,전세,26.8,202409,10,"14,500",0,5,2019,산마루로 5,202409~202509,갱신,-,"14,500",0
803,부산광역시 부산진구 양정동,311-3,0311,0003,가람펠리스,월세,29.97,202409,10,"1,000",60,7,2023,거제천로 14,202407~202507,신규,-,,
804,인천광역시 남동구 구월동,1132-15,1132,0015,하늘지움,전세,84.9,202409,10,"24,000",0,12,2018,구월남로 130,202411~202611,신규,-,,
805,인천광역시 남동구 구월동,1129-17,1129,0017,노빌리안2,전세,37.92,202409,10,"6,200",0,8,2003,미래로 21,202410~202610,신규,-,,
806,경기도 하남시 망월동,1146-1,1146,0001,하남미사 롯데캐슬 헤븐시티 Ⅰ,전세,21.84,202409,10,"13,000",0,6,2020,미사강변한강로 279,202410~202610,신규,-,,
