,NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1109,1110,경기도 화성시 반송동,Feb.92,92,2,마젤란오피스텔,29.09,202408,27,"14,100",6,개인,개인,2010.0,노작로 177,-,직거래,-
1110,1111,서울특별시 송파구 방이동,43,43,0,대명벨리온,17.12,202408,27,"18,300",16,법인,개인,2017.0, ,-,중개거래,서울 송파구
1111,1112,전라남도 목포시 상동,823-7,823,7,21세기하이트오피스텔,20.352,202408,27,900,7,개인,개인,2003.0,교육로 91,-,중개거래,전남 목포시
1112,1113,충청남도 아산시 배방읍 장재리,1719,1719,0,코아루웰메이드시티,31.71,202408,27,"14,000",12,개인,개인,2020.0,희망로 32,-,중개거래,"충남 아산시, 충남 천안시 서북구"
1113,1114,서울특별시 관악구 봉천동,869-6,869,6,서울대역 마에스트로,18.62,202408,27,"14,500",11,개인,개인,2012.0,남부순환로218길 1,-,중개거래,서울 관악구
1114,1115,서울특별시 서초구 서초동,1601-10,1601,10,서초어반하이 오피스텔,19.3,202408,27,"21,700",9,개인,개인,2018.0,서초중앙로5길 10-7,-,중개거래,서울 서초구
1115,1116,서울특별시 서초구 서초동,1337-14,1337,14,이즈타워,40.57,202408,27,"28,500",4,개인,개인,2006.0,사임당로 178,-,중개거래,서울 서초구
1116,1117,서울특별시 서초구 서초동,1319-11,1319,11,두산베어스텔,42.0,202408,27,"36,500",16,개인,개인,1999.0,강남대로 381,-,중개거래,서울 서초구
1117,1118,충청북도 청주시 흥덕구 복대동,288-62,288,62,대농지구 롯데캐슬시티,44.96,202408,27,"20,000",12,개인,개인,2017.0,진재로 141,-,직거래,-
1118,1119,서울특별시 중구 을지로5가,Feb.77,77,2,대성을지로오피스텔,28.04,202408,27,"15,000",8,개인,개인,2005.0,을지로 228,-,중개거래,서울 중구
1119,1120,서울특별시 송파구 가락동,May.79,79,5,(79-5),66.16,202408,27,"23,000",5,법인,법인,1994.0,송파대로28길 24,-,중개거래,서울 송파구
1120,1121,대전광역시 유성구 봉명동,612-2,612,2,봉명 정한 드리미아,26.5358,202408,27,"5,100",3,개인,개인,2012.0,문화원로 80,-,중개거래,대전 유성구
1121,1122,세종특별자치시  도담동,660,660,0,세종한신휴시티,24.026,202408,27,"8,200",7,개인,개인,2014.0,보듬3로 8-20,-,중개거래,세종
1122,1123,대전광역시 유성구 봉명동,535-6,535,6,현대리조텔,46.41,202408,27,"3,300",12,개인,개인,1992.0,대학로 27,-,중개거래,대전 유성구
1123,1124,광주광역시 광산구 송정동,845-10,845,10,송정역 한국아델리움 더 씨티,49.2109,202408,27,"11,682",8,법인,법인,2021.0,송정로15번길 27,-,직거래,-
1124,1125,광주광역시 광산구 송정동,845-10,845,10,송정역 한국아델리움 더 씨티,49.2109,202408,27,"11,682",7,법인,법인,2021.0,송정로15번길 27,-,직거래,-
1125,1126,광주광역시 광산구 송정동,845-10,845,10,송정역 한국아델리움 더 씨티,49.2109,202408,27,"11,682",6,법인,법인,2021.0,송정로15번길 27,-,직거래,-
1126,1127,광주광역시 광산구 송정동,845-10,845,10,송정역 한국아델리움 더 씨티,49.2109,202408,27,"11,682",6,법인,법인,2021.0,송정로15번길 27,-,직거래,-
1127,1128,광주광역시 광산구 송정동,845-10,845,10,송정역 한국아델리움 더 씨티,49.2109,202408,27,"11,682",6,법인,법인,2021.0,송정로15번길 27,-,직거래,-
1128,1129,전북특별자치도 익산시 신동,785-23,785,23,아이스토리,23.32,202408,26,"12,800",6,개인,개인,2020.0,20,-,직거래,-
1129,1130,서울특별시 용산구 원효로3가,51-37,51,37,e테크밸리,38.12,202408,26,"24,500",10,개인,개인,2003.0,원효로 128,-,중개거래,서울 용산구
1130,1131,서울특별시 광진구 화양동,174,174,0,건대 트레비앙 오피스텔,18.664,202408,26,"31,000",15,법인,개인,2023.0,광나루로 374,-,중개거래,경기 성남시 분당구
1131,1132,서울특별시 서대문구 대현동,27-27,27,27,(27-27),25.0579,202408,26,"40,000",14,개인,개인,2023.0,신촌역로 20,-,중개거래,서울 서대문구
1132,1133,서울특별시 서대문구 홍은동,168-2,168,2,진성위메이드,39.43,202408,26,"37,500",3,개인,개인,2020.0,통일로 545,-,직거래,-
1133,1134,서울특별시 마포구 도화동,559,559,0,마포트라팰리스,83.87,202408,26,"92,000",20,개인,개인,2006.0,마포대로 53,-,중개거래,서울 마포구
1134,1135,서울특별시 마포구 염리동,164-4,164,4,삼부골든타워,32.495,202408,26,"30,000",9,개인,개인,2003.0,독막로 295,-,중개거래,서울 마포구
1135,1136,서울특별시 마포구 염리동,164-4,164,4,삼부골든타워,32.495,202408,26,"29,700",11,개인,개인,2003.0,독막로 295,-,중개거래,서울 마포구
1136,1137,서울특별시 마포구 성산동,592-3,592,3,상암 도시엔 오피스텔,18.83,202408,26,"14,500",7,개인,개인,2017.0,월드컵로34길 10,-,중개거래,서울 마포구
1137,1138,서울특별시 양천구 목동,919,919,0,목동 성우네트빌,48.06,202408,26,"26,000",5,개인,개인,2004.0,목동서로 186,-,중개거래,서울 양천구
1138,1139,서울특별시 양천구 목동,907-23,907,23,현대파크빌,29.4,202408,26,"14,800",5,개인,개인,2003.0,목동동로 391,-,중개거래,서울 양천구
1139,1140,서울특별시 구로구 오류동,Feb.48,48,2,칸타빌레 8차,17.3,202408,26,"16,000",5,개인,개인,2022.0,경인로20나길 12,-,중개거래,서울 구로구
1140,1141,서울특별시 영등포구 여의도동,Apr.61,61,4,콤비빌딩,57.34,202408,26,"31,500",9,개인,개인,1994.0,63로 32,-,중개거래,서울 영등포구
1141,1142,서울특별시 영등포구 여의도동,May.44,44,5,힐스테이트 여의도 파인루체,27.69,202408,26,"33,500",7,개인,개인,2023.0,여의대방로69길 19,-,중개거래,서울 영등포구
1142,1143,서울특별시 영등포구 양평동2가,1월 22일,22,1,스카이시티,18.18,202408,26,"13,700",5,개인,개인,2014.0,영등포로 14-3,-,직거래,-
1143,1144,서울특별시 관악구 신림동,1523-1,1523,1,일성트루엘,34.76,202408,26,"20,000",10,법인,개인,2013.0,신림로23길 16,-,중개거래,서울 관악구
1144,1145,서울특별시 관악구 신림동,1523-1,1523,1,일성트루엘,27.81,202408,26,"20,000",8,법인,개인,2013.0,신림로23길 16,-,직거래,-
1145,1146,서울특별시 서초구 서초동,1542-13,1542,13,서초에스알타워,28.69,202408,26,"25,500",11,개인,개인,2003.0,반포대로 114,-,중개거래,서울 서초구
1146,1147,서울특별시 서초구 서초동,1446-11,1446,11,현대슈퍼빌,37.07,202408,26,"34,000",8,개인,법인,2003.0,서초중앙로 15,-,중개거래,서울 서초구
1147,1148,서울특별시 강남구 역삼동,736-22,736,22,메이플라워멤버스빌오피스텔,20.1,202408,26,"13,500",5,개인,개인,2006.0,테헤란로20길 15,-,중개거래,서울 강남구
1148,1149,서울특별시 강남구 삼성동,158-10,158,10,마젤란21아스테리움,89.56,202408,26,"136,500",6,법인,개인,2006.0,테헤란로87길 17,-,중개거래,서울 강남구
1149,1150,서울특별시 강남구 논현동,6월 21일,6,21,세양 APEX-TOWER,26.91,202408,26,"26,000",15,개인,개인,2003.0,도산대로 158,-,중개거래,서울 서초구
1150,1151,서울특별시 강남구 도곡동,467-24,467,24,우성캐릭터199,45.93,202408,26,"42,000",14,법인,개인,1998.0,언주로 118,-,중개거래,서울 강남구
1151,1152,서울특별시 송파구 잠실동,175-1,175,1,위너스오피스텔II,29.16,202408,26,"25,000",8,법인,개인,1991.0,백제고분로 67,-,중개거래,"서울 송파구, 서울 중구"
1152,1153,서울특별시 송파구 문정동,652-4,652,4,힐스테이트에코문정,20.79,202408,26,"19,850",12,개인,개인,2018.0,법원로4길 10,-,중개거래,서울 송파구
1153,1154,서울특별시 송파구 문정동,618,618,0,파크하비오,27.29,202408,26,"22,300",19,개인,개인,, ,-,중개거래,서울 송파구
1154,1155,서울특별시 송파구 방이동,Mar.40,40,3,올림픽파크뷰,26.43,202408,26,"20,500",2,개인,개인,2004.0,올림픽로 374,-,중개거래,서울 송파구
1155,1156,서울특별시 송파구 방이동,May.49,49,5,올림픽파크존오피스텔,25.78,202408,26,"11,000",6,개인,개인,2002.0,오금로11길 59,-,직거래,-
1156,1157,서울특별시 송파구 방이동,Mar.40,40,3,올림픽파크뷰,26.43,202408,26,"20,500",2,개인,개인,2004.0,올림픽로 374,20240902,중개거래,서울 송파구
1157,1158,부산광역시 해운대구 우동,1435-3,1435,3,한일오르듀,72.4111,202408,26,"24,500",5,개인,개인,2005.0,마린시티3로 37,-,중개거래,부산 해운대구
1158,1159,부산광역시 사하구 하단동,604-9,604,9,(604-9),53.02,202408,26,"26,400",5,법인,법인,2020.0,동매로23번길 14,-,직거래,-
1159,1160,대구광역시 달성군 다사읍 죽곡리,210,210,0,주건축물제1동(210-0),28.9925,202408,26,"7,000",7,개인,개인,2014.0,죽곡1길 10,-,중개거래,대구 달성군
1160,1161,인천광역시 중구 신흥동3가,7-308,7,308,정광씨팰리스,25.48,202408,26,"5,700",13,개인,개인,2003.0,인항로 6,-,중개거래,"서울 종로구, 인천 중구"
1161,1162,인천광역시 중구 운서동,Feb.94,3094,2,더 예스 포레스트,21.03,202408,26,"10,700",4,기타,기타,2022.0,흰바위로 113,-,중개거래,인천 중구
1162,1163,인천광역시 미추홀구 숭의동,302-1,302,1,해찬솔 5차,73.45,202408,26,"13,700",7,개인,법인,2013.0,11,-,직거래,-
1163,1164,인천광역시 미추홀구 주안동,24-51,24,51,(24-51),14.24,202408,26,"7,400",3,개인,개인,2017.0, 59-13,-,중개거래,인천 미추홀구
1164,1165,인천광역시 연수구 송도동,149,149,0,롯데캐슬 캠퍼스타운,29.8257,202408,26,"14,360",15,개인,개인,2016.0,송도과학로27번길 55,-,직거래,-
1165,1166,인천광역시 남동구 구월동,1132-6,1132,6,DS더웰가,65.85,202408,26,"16,200",5,개인,개인,2016.0,예술로204번길 27,-,중개거래,인천 남동구
1166,1167,인천광역시 남동구 구월동,1608,1608,0,신영구월지웰시티푸르지오,29.7603,202408,26,"17,300",8,개인,개인,2020.0, ,-,중개거래,인천 남동구
1167,1168,인천광역시 남동구 간석동,617-112,617,112,코쿠닝 60,71.45,202408,26,"17,000",6,개인,개인,2017.0, ,-,중개거래,인천 남동구
1168,1169,인천광역시 부평구 부평동,341-88,341,88,하임스토리,71.42,202408,26,"17,500",4,개인,개인,2017.0,부평문화로16번길 13,-,중개거래,인천 부평구
1169,1170,인천광역시 부평구 부평동,746-2,746,2,트인레뷰,84.69,202408,26,"20,500",5,개인,개인,2015.0, ,-,중개거래,인천 부평구
1170,1171,인천광역시 부평구 십정동,182-19,182,19,파크타운1차,59.77,202408,26,"16,000",3,개인,개인,2016.0,백운로 53,20240905,중개거래,인천 부평구
1171,1172,인천광역시 부평구 십정동,182-19,182,19,파크타운1차,59.77,202408,26,"16,000",3,개인,개인,2016.0,백운로 53,-,중개거래,인천 부평구
1172,1173,인천광역시 계양구 계산동,1083-2,1083,2,대우마이빌,31.23,202408,26,"6,500",6,개인,개인,2002.0,오조산로 41,-,중개거래,인천 계양구
1173,1174,인천광역시 서구 청라동,167-29,167,29,청라 디오스텔,19.57,202408,26,"8,200",3,개인,개인,2018.0,청라에메랄드로76번길 7,-,중개거래,서울 금천구
1174,1175,광주광역시 광산구 월계동,879-4,879,4,(879-4),23.1484,202408,26,"4,607",2,법인,법인,2016.0,첨단중앙로106번길 65-12,-,직거래,-
1175,1176,광주광역시 광산구 월계동,879-4,879,4,(879-4),23.1484,202408,26,"4,607",2,법인,법인,2016.0,첨단중앙로106번길 65-12,-,직거래,-
1176,1177,광주광역시 광산구 월계동,879-4,879,4,(879-4),23.1484,202408,26,"4,607",2,법인,법인,2016.0,첨단중앙로106번길 65-12,-,직거래,-
1177,1178,광주광역시 광산구 월계동,879-4,879,4,(879-4),23.1484,202408,26,"4,607",2,법인,법인,2016.0,첨단중앙로106번길 65-12,-,직거래,-
1178,1179,대전광역시 서구 둔산동,939,939,0,매그놀리아,50.21,202408,26,"13,500",12,법인,법인,2008.0,청사로 148,-,중개거래,대전 서구
1179,1180,대전광역시 서구 둔산동,939,939,0,매그놀리아,49.42,202408,26,"13,500",16,개인,개인,2008.0,청사로 148,-,중개거래,대전 서구
1180,1181,대전광역시 유성구 도룡동,4월 9일,4,9,도룡 하우스디,35.7573,202408,26,"16,400",7,개인,개인,2019.0,엑스포로151번길 19,-,중개거래,대전 유성구
1181,1182,대전광역시 유성구 관평동,940,940,0,DTVan-S,59.45,202408,26,"18,500",10,개인,개인,2018.0,테크노중앙로 50,-,중개거래,대전 유성구
1182,1183,울산광역시 동구 방어동,925-10,925,10,하우스토리,84.68,202408,26,"16,500",11,개인,개인,2017.0,방어진순환도로 499,-,중개거래,울산 동구
1183,1184,세종특별자치시  대평동,687,687,0,펠리체타워1,32.4843,202408,26,"8,100",8,개인,개인,2017.0,대평로 71,-,중개거래,세종
1184,1185,경기도 수원시 팔달구 우만동,26-25,26,25,트레보,17.105,202408,26,"5,800",8,개인,개인,2004.0,권광로 386,-,중개거래,경기 수원시 영통구
1185,1186,경기도 수원시 영통구 영통동,1012-1,1012,1,영통역아이파크,26.0811,202408,26,"14,500",15,개인,개인,2017.0, ,-,중개거래,경기 수원시 영통구
1186,1187,경기도 수원시 영통구 영통동,1012-1,1012,1,영통역아이파크,26.0811,202408,26,"15,000",9,개인,개인,2017.0, ,-,중개거래,경기 수원시 영통구
1187,1188,경기도 성남시 중원구 성남동,2263,2263,0,현대그린타운,36.86,202408,26,"9,000",10,개인,개인,1999.0,광명로 71,-,중개거래,경기 성남시 중원구
1188,1189,경기도 성남시 중원구 성남동,3135,3135,0,지앤느 모란,21.42,202408,26,"15,600",6,개인,개인,2020.0,산성대로 136,-,중개거래,서울 강남구
1189,1190,경기도 성남시 분당구 야탑동,219-2,219,2,야탑 브라운스톤 오피스텔,37.0,202408,26,"17,000",6,개인,개인,2005.0,야탑로205번길 40,-,중개거래,경기 성남시 분당구
1190,1191,경기도 성남시 분당구 삼평동,658,658,0,판교역 KCC웰츠타워,84.24,202408,26,"88,000",12,법인,개인,2013.0,분당내곡로 159,-,중개거래,경기 성남시 분당구
1191,1192,경기도 안양시 동안구 관양동,1722,1722,0,거성아우룸팰리스,44.85,202408,26,"28,000",5,개인,개인,2016.0,동편로 24-3,-,중개거래,경기 안양시 동안구
1192,1193,경기도 부천시 원미구 중동,1125-1,1125,1,루미아트,73.5,202408,26,"23,000",15,개인,개인,2004.0,38,-,중개거래,경기 부천시 원미구
1193,1194,경기도 부천시 원미구 상동,447,447,0,송내리더스텔,34.06,202408,26,"7,000",8,개인,개인,1999.0,120,-,직거래,-
1194,1195,경기도 부천시 소사구 송내동,564-5,564,5,송내동 564-5 주상복합시설,61.68,202408,26,"23,700",5,개인,개인,2017.0,157,-,중개거래,경기 부천시 소사구
1195,1196,경기도 광명시 소하동,952,952,0,주건축물제1동,69.7,202408,26,"28,700",2,개인,개인,2018.0,영당안로7번길 3,-,중개거래,경기 광명시
1196,1197,경기도 안산시 단원구 고잔동,528,528,0,블루빌타운,28.125,202408,26,"5,900",3,법인,개인,2003.0,화랑로 408,-,중개거래,경기 안산시 단원구
1197,1198,경기도 고양시 일산동구 식사동,1587,1587,0,스타타워Ⅲ,22.791,202408,26,"13,000",5,법인,법인,2020.0,고양대로1021번길 33,-,직거래,-
1198,1199,경기도 고양시 일산동구 장항동,746,746,0,우인아크리움빌II,33.74,202408,26,"8,900",13,개인,개인,2004.0,무궁화로 7-63,-,중개거래,경기 고양시 일산동구
1199,1200,경기도 고양시 일산동구 장항동,869,869,0,일산방송COMPLEX,95.49,202408,26,"35,800",3,개인,개인,2007.0,백마로 195,-,중개거래,경기 고양시 일산동구
1200,1201,경기도 고양시 일산동구 장항동,760-1,760,1,한라 밀라트 C동,65.62,202408,26,"22,800",7,개인,개인,2003.0,무궁화로 12,-,중개거래,경기 고양시 일산동구
1201,1202,경기도 고양시 일산동구 백석동,1288,1288,0,백석동 대우IAAN,94.5375,202408,26,"32,000",10,개인,개인,2005.0,강석로 33,-,중개거래,경기 고양시 일산동구
1202,1203,경기도 시흥시 정왕동,Feb.64,2164,2,메가폴리스,42.12,202408,26,"7,400",6,개인,개인,2005.0,협력로 281,-,중개거래,경기 시흥시
1203,1204,경기도 군포시 당동,Apr.54,54,4,(54-4),71.65,202408,26,"26,200",7,법인,개인,2018.0, ,-,중개거래,경기 군포시
1204,1205,경기도 하남시 망월동,1081,1081,0,효성헤링턴타워퍼스트 미사역,20.69,202408,26,"12,000",25,개인,개인,2018.0,아리수로 570,-,직거래,-
